page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
68,13,5,9,0.9,1.0,0.8,0.9,0.9
68,14,1,2,0.8,0.0,0.6,0.8,0.55
68,14,2,3,0.6,0.0,0.8,0.9,0.575
68,14,3,4,0.8,1.0,0.6,0.9,0.825
68,14,4,2,0.2,0.0,0.5,0.8,0.375
68,14,5,6,0.9,0.9,0.8,0.9,0.875
68,15,1,2,0.2,0.0,0.8,0.9,0.475
68,15,2,2,0.2,0.0,0.8,0.9,0.475
68,15,3,4,0.5,0.0,0.75,0.9,0.5375
68,15,4,3,0.9,1.0,0.8,0.9,0.85
68,16,1,10,0.2,0.0,0.6,0.8,0.4
68,16,2,3,0.9,1.0,0.8,0.9,0.85
68,16,3,10,0.4,0.0,0.6,0.8,0.45
68,16,4,5,0.8,0.8,0.6,0.9,0.775
68,18,1,6,0.6,0.0,0.8,0.9,0.575
68,18,2,2,0.9,1.0,0.8,0.9,0.9
68,18,3,5,0.0,0.0,0.5,1.0,0.375
68,18,4,6,0.9,1.0,0.8,0.9,0.9
68,18,5,8,0.9,1.0,0.8,0.9,0.9
68,19,1,2,0.9,1.0,0.8,0.9,0.9
68,19,2,2,0.8,1.0,0.8,0.9,0.875
68,19,3,5,0.6,0.0,0.8,0.9,0.575
68,19,4,4,0.5,0.5,0.75,0.9,0.6625
68,19,5,3,0.5,0.0,0.75,0.9,0.5375
68,20,1,1,0.6,0.0,0.8,0.9,0.575
68,20,2,11,0.9,1.0,0.8,1.0,0.925
68,20,3,8,0.9,0.9,0.6,0.9,0.825
68,20,4,5,1.0,1.0,0.8,1.0,0.95
68,20,5,6,0.8,1.0,0.6,0.9,0.825
68,21,1,6,0.2,0.0,0.5,0.8,0.375
68,21,2,6,0.2,0.0,0.5,0.8,0.375
68,21,3,2,0.9,1.0,0.8,0.9,0.9
68,21,4,8,0.8,1.0,0.6,0.9,0.825
68,21,5,7,0.9,1.0,1.0,1.0,0.975
68,22,1,1,0.9,0.8,0.7,0.9,0.825
68,22,2,2,0.8,0.0,0.6,0.9,0.575
68,22,3,6,0.9,1.0,0.8,0.9,0.9
68,22,4,5,0.8,0.8,0.6,0.9,0.775
68,22,5,7,0.8,0.75,0.6,0.9,0.7625
68,23,1,1,0.9,1.0,0.8,0.9,0.9
68,23,2,8,0.8,0.5,0.8,0.9,0.75
68,23,3,4,0.5,0.0,0.75,0.9,0.5375
68,23,4,5,0.9,0.8,0.7,0.9,0.825
68,23,5,5,0.8,0.5,0.6,0.9,0.7
68,24,1,2,0.5,0.0,0.75,0.9,0.5375
68,24,2,6,0.2,0.0,0.8,0.9,0.475
68,24,3,3,0.6,0.0,0.8,0.9,0.575
68,24,4,2,0.2,0.0,0.8,0.9,0.475
68,24,5,6,0.4,0.0,0.6,0.8,0.45
