page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
2,5,6,9,0.9,0.8,0.7,0.9,0.825
2,5,7,5,0.9,0.8,0.7,0.9,0.825
2,5,8,6,0.9,1.0,0.8,0.9,0.9
2,6,1,1,0.9,1.0,0.8,1.0,0.925
2,6,2,2,0.9,1.0,0.8,1.0,0.925
2,6,3,3,0.9,1.0,0.8,0.9,0.9
2,6,4,4,0.5,0.0,0.75,0.9,0.5375
2,6,5,7,0.5,0.0,0.75,0.9,0.5375
2,7,1,2,0.9,1.0,0.8,0.95,0.9125
2,8,1,7,0.6,0.2,0.8,0.9,0.625
2,8,2,7,0.6,0.2,0.8,0.9,0.625
2,10,1,8,0.2,0.0,0.8,0.9,0.475
2,10,2,1,0.9,1.0,0.8,0.9,0.9
2,10,3,2,0.8,0.5,0.8,0.9,0.75
2,10,4,8,0.9,1.0,0.8,0.95,0.9125
2,10,5,3,0.9,1.0,0.8,0.9,0.9
2,11,1,11,0.9,1.0,0.5,0.8,0.8
2,11,2,2,0.6,0.8,0.4,0.8,0.65
2,12,1,13,0.2,0.0,0.8,0.9,0.475
2,12,2,10,0.6,0.0,0.8,0.9,0.575
2,13,1,2,0.0,0.0,0.5,1.0,0.375
2,14,1,5,0.6,0.0,0.8,0.9,0.575
2,14,2,5,0.5,0.0,0.75,0.9,0.5375
2,15,1,3,0.9,1.0,0.8,0.9,0.9
2,15,2,3,0.9,1.0,0.8,0.9,0.9
2,15,3,4,0.6,0.0,0.8,0.9,0.575
2,15,4,5,0.9,1.0,0.6,0.9,0.85
2,15,5,6,0.8,0.0,0.6,0.9,0.575
2,15,6,6,0.6,0.5,0.8,0.9,0.7
2,15,7,7,0.8,0.8,0.6,0.9,0.775
2,15,8,8,0.5,0.0,0.75,1.0,0.5625
2,15,9,8,0.8,1.0,0.6,0.9,0.825
2,15,10,2,0.9,1.0,0.8,1.0,0.925
2,16,1,1,0.0,0.0,0.0,0.8,0.2
2,16,2,2,0.0,0.0,0.0,0.8,0.2
2,16,3,8,0.0,0.0,0.0,0.5,0.125
2,17,2,1,0.9,1.0,0.8,0.9,0.85
2,18,2,1,0.0,0.0,0.5,1.0,0.375
2,18,3,1,0.0,0.0,0.5,0.8,0.325
2,19,1,1,0.0,0.0,0.0,0.8,0.2
2,21,1,1,0.0,0.0,0.0,0.0,0.0
2,21,2,1,0.0,0.0,0.0,0.0,0.0
3,1,1,1,0.0,0.0,0.0,1.0,0.25
3,1,3,11,0.0,0.0,0.0,1.0,0.25
3,1,4,1,0.0,0.0,0.0,1.0,0.25
3,1,6,11,0.0,0.0,0.0,1.0,0.25
3,5,1,6,0.0,0.0,0.5,1.0,0.375
3,5,2,11,0.0,0.0,0.0,0.8,0.2
3,5,3,6,0.0,0.0,0.5,1.0,0.375
3,6,2,4,0.9,1.0,0.8,0.95,0.9125
3,6,3,1,0.0,0.0,0.0,1.0,0.25
3,7,1,1,0.0,0.0,0.0,0.5,0.125
3,7,2,1,0.9,1.0,0.8,0.9,0.85
3,7,3,1,0.0,0.0,0.0,0.5,0.125
3,7,4,1,0.0,0.0,0.0,0.0,0.0
3,8,1,3,0.0,0.0,0.0,0.5,0.125
3,9,1,1,0.0,0.0,0.0,0.5,0.125
3,9,2,1,0.0,0.0,0.0,0.5,0.125
3,9,3,1,0.0,0.0,0.0,0.5,0.125
3,10,2,2,0.2,0.0,0.8,0.9,0.475
3,11,2,3,0.8,1.0,0.8,0.9,0.875
3,12,2,21,0.0,0.0,0.0,0.5,0.125
3,13,2,8,0.0,0.0,0.0,0.5,0.125
3,13,3,8,0.0,0.0,0.0,0.5,0.125
3,15,1,5,0.0,0.0,0.0,1.0,0.25
3,15,3,5,0.0,0.0,0.0,0.5,0.125
3,16,1,1,0.0,0.0,0.0,0.5,0.125
3,16,2,1,0.0,0.0,0.0,0.5,0.125
3,17,1,7,0.0,0.0,0.0,1.0,0.25
3,17,2,6,0.9,1.0,0.8,0.9,0.85
3,17,3,4,0.9,0.8,0.7,0.9,0.825
3,17,4,7,0.0,0.0,0.0,1.0,0.25
3,17,6,6,0.9,1.0,0.8,0.9,0.85
3,17,7,4,0.9,0.8,0.7,0.9,0.825
3,17,10,7,0.0,0.0,0.0,1.0,0.25
3,17,11,4,0.9,0.8,0.7,0.9,0.825
3,17,12,6,0.9,1.0,0.8,0.9,0.85
3,18,1,8,0.0,0.0,0.0,0.5,0.125
3,18,2,1,0.0,0.0,0.0,1.0,0.25
3,19,2,9,0.0,0.0,0.0,0.5,0.125
3,20,1,1,0.0,0.0,0.0,1.0,0.25
3,20,2,1,0.0,0.0,0.0,1.0,0.25
3,20,3,1,0.0,0.0,0.0,1.0,0.25
3,21,1,1,0.0,0.0,0.0,1.0,0.25
3,21,2,1,0.0,0.0,0.0,0.5,0.125
4,1,1,6,0.9,1.0,0.8,0.9,0.9
4,1,2,2,0.9,1.0,0.8,1.0,0.925
4,1,3,15,0.6,0.0,0.8,0.9,0.575
4,1,4,3,0.6,0.25,0.5,0.9,0.5625
4,1,5,19,0.9,0.5,0.8,0.9,0.775
4,2,1,1,0.2,0.0,0.8,1.0,0.5
4,2,2,1,0.9,1.0,0.8,1.0,0.925
4,2,3,3,0.8,0.0,0.6,0.9,0.575
4,2,4,1,0.0,0.0,0.5,1.0,0.375
4,3,1,2,0.8,0.0,0.6,0.9,0.575
4,4,1,2,0.8,1.0,0.8,1.0,0.85
4,4,2,2,0.2,0.0,0.8,0.9,0.475
4,4,3,1,0.9,0.8,0.7,0.9,0.825
4,5,2,7,0.0,0.0,0.5,0.8,0.325
4,6,1,2,0.8,0.5,0.75,0.9,0.7375
4,6,2,5,0.8,0.0,0.8,0.9,0.625
4,6,3,6,0.8,0.8,0.9,0.9,0.85
4,7,1,2,0.8,0.5,0.8,0.9,0.75
4,7,2,3,0.2,0.0,0.8,0.9,0.475
4,8,1,3,0.9,1.0,0.8,0.9,0.9
4,8,2,8,0.9,0.75,0.8,0.95,0.85
4,9,1,2,0.8,0.0,0.8,1.0,0.65
4,9,2,5,0.9,1.0,0.8,0.9,0.9
4,10,1,7,0.9,1.0,0.8,0.9,0.9
4,10,2,1,0.0,0.0,0.5,1.0,0.375
4,10,3,6,0.9,1.0,0.8,0.95,0.9125
4,10,4,3,0.8,0.0,0.8,0.9,0.625
4,10,5,2,0.8,0.0,0.8,1.0,0.65
4,11,1,2,0.9,0.8,0.6,0.9,0.8
4,11,2,6,0.2,0.0,0.8,0.9,0.475
4,11,3,11,0.9,1.0,0.8,0.9,0.9
4,11,4,11,0.2,0.0,0.8,0.9,0.475
4,11,5,6,1.0,1.0,0.8,1.0,0.95
4,11,6,8,0.9,1.0,0.8,0.9,0.9
4,11,7,6,1.0,1.0,0.75,1.0,0.9375
4,11,8,6,1.0,1.0,0.75,1.0,0.9375
4,11,9,2,0.9,0.8,0.6,0.9,0.8
4,11,10,6,0.2,0.0,0.8,0.9,0.475
4,11,11,11,0.9,1.0,0.8,0.9,0.9
4,11,12,11,0.2,0.0,0.8,0.9,0.475
4,11,13,6,1.0,1.0,0.8,1.0,0.95
4,11,14,8,0.9,1.0,0.8,0.9,0.9
4,12,1,6,0.8,0.8,0.6,0.9,0.775
4,12,2,16,0.8,0.0,0.6,0.9,0.575
4,13,1,1,0.9,1.0,0.8,0.9,0.9
4,13,2,6,0.5,0.0,0.75,0.9,0.5375
4,13,3,4,0.9,1.0,0.8,0.9,0.9
4,14,1,1,0.8,0.8,0.6,0.9,0.775
4,14,2,2,0.6,0.0,0.8,0.9,0.575
4,14,3,2,0.0,0.0,0.8,1.0,0.45
4,14,4,2,0.9,0.8,0.7,0.9,0.825
4,15,2,1,0.9,1.0,0.8,0.9,0.9
4,16,1,2,0.8,1.0,0.6,0.9,0.825
4,16,2,2,0.2,0.0,0.8,0.9,0.475
4,16,4,3,0.0,0.0,0.5,1.0,0.375
4,17,1,2,0.8,0.0,0.6,0.9,0.575
4,17,2,3,0.5,0.0,0.75,0.9,0.5375
4,17,3,6,0.2,0.0,0.8,0.9,0.475
4,18,1,6,0.9,0.8,0.7,0.9,0.825
4,18,2,3,0.5,0.0,0.75,0.9,0.5375
4,18,3,3,1.0,1.0,0.8,1.0,0.95
4,19,1,2,0.0,0.0,0.5,1.0,0.375
4,20,1,7,0.2,0.0,0.6,0.8,0.4
4,20,2,8,0.8,0.5,0.8,0.9,0.75
4,20,3,8,0.5,0.0,0.75,0.9,0.5375
4,20,4,7,0.2,0.0,0.6,0.8,0.4
4,20,5,8,0.8,0.5,0.8,0.9,0.75
4,20,6,8,0.5,0.0,0.75,0.9,0.5375
4,21,1,8,0.9,1.0,0.8,0.9,0.9
4,21,2,7,0.6,0.0,0.8,1.0,0.6
4,22,1,3,0.9,0.8,0.7,0.9,0.825
4,22,2,6,0.5,0.0,0.75,0.9,0.5375
4,22,3,9,0.9,1.0,0.8,0.95,0.9125
5,1,1,1,0.9,0.8,0.7,0.9,0.825
5,1,2,5,0.5,0.0,0.75,0.9,0.5375
5,1,3,3,0.8,0.0,0.8,0.9,0.625
5,1,4,10,0.8,0.5,0.6,0.9,0.7
5,3,1,2,0.9,1.0,0.8,1.0,0.925
5,3,2,3,0.6,0.0,0.8,0.9,0.575
5,3,3,3,0.9,0.8,0.7,0.9,0.825
5,3,4,5,0.5,0.0,0.75,0.9,0.5375
5,3,5,5,0.8,0.5,0.6,0.9,0.7
5,3,6,13,0.8,0.0,0.6,0.9,0.575
5,3,7,14,0.6,0.0,0.8,0.9,0.575
5,4,1,2,0.9,1.0,0.8,0.9,0.9
5,5,1,4,0.9,1.0,0.8,0.9,0.9
5,5,2,1,0.8,0.5,0.8,1.0,0.775
5,5,3,1,0.0,0.0,0.8,1.0,0.45
5,5,4,4,0.2,0.0,0.8,0.9,0.475
5,5,5,7,0.6,0.5,0.8,0.9,0.7
5,6,1,4,0.9,0.8,0.7,0.9,0.825
5,6,2,1,0.8,0.8,0.6,0.9,0.775
5,6,3,3,0.8,0.75,0.6,0.9,0.7625
5,6,4,10,0.8,0.8,0.6,0.9,0.775
5,7,1,5,0.8,0.0,0.8,0.9,0.625
5,7,2,5,0.8,0.0,0.8,0.9,0.625
5,8,1,1,0.9,1.0,0.8,0.9,0.9
5,8,2,5,0.8,0.8,0.9,0.9,0.85
5,9,1,6,0.9,0.8,0.7,0.9,0.825
5,9,2,6,0.8,0.0,0.8,0.9,0.625
5,9,3,4,0.9,1.0,0.8,1.0,0.925
5,9,4,5,0.9,1.0,0.8,0.9,0.9
5,10,1,8,0.9,1.0,0.8,0.95,0.9125
5,12,1,1,0.9,1.0,0.8,0.95,0.9125
5,12,2,4,0.2,0.0,0.8,0.9,0.475
5,13,1,2,0.9,0.8,0.7,0.9,0.825
5,13,2,2,0.9,1.0,0.8,0.95,0.9125
5,13,3,1,0.8,0.8,0.6,0.9,0.775
5,13,4,2,0.9,1.0,0.8,0.9,0.9
5,13,5,3,0.8,0.5,0.8,0.9,0.75
5,13,6,8,0.4,0.0,0.8,0.9,0.525
5,13,7,5,0.8,1.0,0.6,1.0,0.85
5,13,8,7,0.9,1.0,0.8,0.9,0.9
5,14,1,10,0.9,1.0,0.8,0.9,0.9
5,14,2,13,0.0,0.0,0.5,1.0,0.375
5,15,1,3,0.0,0.0,0.5,1.0,0.375
5,16,1,7,0.0,1.0,1.0,1.0,0.75
5,16,2,7,1.0,1.0,0.8,1.0,0.95
5,16,3,7,0.2,0.0,0.8,1.0,0.5
5,16,4,8,0.9,1.0,0.8,0.9,0.9
5,16,5,8,0.9,1.0,0.8,0.9,0.9
5,17,1,7,0.8,0.0,0.6,0.9,0.575
5,17,2,5,0.2,0.0,0.8,0.9,0.475
5,17,3,1,0.9,1.0,0.8,1.0,0.925
5,18,1,12,0.8,1.0,0.6,0.9,0.825
5,18,2,6,0.9,1.0,0.8,0.95,0.9125
5,20,1,3,0.0,0.0,0.5,0.8,0.325
5,20,2,3,0.5,0.5,0.25,0.75,0.5
5,20,3,3,0.8,0.8,0.6,0.9,0.775
5,20,4,3,0.6,0.25,0.5,0.9,0.5625
5,20,5,6,0.9,0.8,0.7,0.9,0.825
5,20,6,3,0.0,0.0,0.5,0.8,0.325
5,20,7,3,0.5,0.5,0.25,0.75,0.5
5,20,8,3,0.8,0.8,0.6,0.9,0.775
5,20,9,3,0.6,0.25,0.5,0.9,0.5625
5,20,10,6,0.9,0.8,0.7,0.9,0.825
5,21,1,4,0.4,0.0,0.6,0.9,0.475
5,21,2,3,0.9,1.0,0.8,1.0,0.925
5,23,1,3,0.6,0.0,0.8,0.9,0.575
5,23,2,2,0.9,1.0,0.8,0.9,0.9
5,23,3,4,0.6,0.0,0.8,0.9,0.575
5,23,4,3,0.8,1.0,0.6,1.0,0.85
5,23,5,6,0.2,0.0,0.8,0.9,0.475
5,23,6,6,0.2,0.0,0.8,0.9,0.475
5,24,1,4,0.8,1.0,0.6,0.9,0.825
5,24,3,4,0.8,1.0,0.6,0.9,0.825
5,24,4,4,0.0,0.0,0.8,0.9,0.425
5,24,6,7,0.9,1.0,0.8,0.9,0.9
5,24,8,4,0.0,0.0,0.8,0.9,0.425
5,24,10,7,0.9,1.0,0.8,0.9,0.9
5,24,11,7,0.9,1.0,0.8,0.9,0.9
5,24,13,4,0.0,0.0,0.8,0.9,0.425
5,24,14,4,0.8,1.0,0.6,0.9,0.825
6,1,1,1,0.5,0.0,0.75,1.0,0.5625
6,1,2,2,0.8,0.8,0.9,0.9,0.85
6,2,1,6,0.9,1.0,0.8,1.0,0.925
6,2,2,7,0.5,0.0,0.75,0.9,0.5375
6,3,1,10,0.0,0.0,0.0,1.0,0.25
6,3,2,7,0.9,1.0,0.8,0.9,0.85
6,4,1,1,0.0,0.0,0.0,1.0,0.0
6,4,2,1,0.0,0.0,0.0,1.0,0.0
6,4,3,1,0.0,0.0,0.0,1.0,0.0
6,4,4,1,0.0,0.0,0.0,1.0,0.25
6,4,5,6,0.0,0.0,0.0,0.5,0.125
6,6,1,1,0.0,0.0,0.0,1.0,0.25
6,6,2,4,0.9,1.0,0.8,0.9,0.9
6,9,1,1,0.9,1.0,0.8,0.9,0.85
6,9,2,1,0.9,1.0,0.8,0.9,0.9
6,9,3,1,0.0,0.0,0.0,0.5,0.125
6,9,4,1,0.6,1.0,0.8,0.9,0.775
6,9,5,1,0.0,0.0,0.0,0.5,0.125
6,10,1,5,0.0,0.0,0.0,0.5,0.125
6,10,2,1,0.9,1.0,0.8,0.9,0.85
6,10,3,1,1.0,1.0,0.8,1.0,0.95
6,10,4,1,0.9,1.0,0.8,0.9,0.85
6,10,5,1,0.0,0.0,0.0,0.5,0.125
6,12,1,1,0.0,0.0,0.0,0.5,0.125
6,12,5,1,0.0,0.0,0.0,0.5,0.125
6,14,1,2,0.0,0.0,0.0,0.5,0.125
6,14,2,1,0.0,0.0,0.0,0.5,0.125
6,14,3,8,0.0,0.0,0.0,0.5,0.125
6,14,4,5,0.0,0.0,0.0,0.5,0.125
6,14,5,1,0.0,0.0,0.0,0.0,0.0
6,17,1,8,0.0,0.0,0.0,0.5,0.125
6,17,2,3,0.0,0.0,0.0,0.5,0.125
6,18,1,4,1.0,1.0,0.8,1.0,0.95
6,18,2,3,0.0,0.0,0.0,0.5,0.125
6,18,3,1,0.0,0.0,0.0,0.5,0.125
6,18,4,1,0.0,0.0,0.0,0.5,0.125
6,19,1,1,0.0,0.0,0.0,1.0,0.25
6,19,2,2,0.0,0.0,0.0,0.5,0.125
6,19,3,7,0.0,0.0,0.0,0.5,0.125
6,19,4,2,0.0,0.0,0.0,0.5,0.125
6,19,5,5,0.0,0.0,0.0,0.5,0.125
6,19,7,1,0.0,0.0,0.0,1.0,0.25
7,1,1,7,0.0,0.0,0.0,0.5,0.125
7,1,2,7,0.0,0.0,0.0,0.5,0.125
7,1,3,1,0.0,0.0,0.0,0.5,0.125
7,1,4,7,0.0,0.0,0.0,0.5,0.125
7,1,5,1,0.0,0.0,0.0,0.5,0.125
7,2,1,4,0.9,1.0,0.8,0.9,0.85
7,2,2,1,0.0,0.0,0.0,0.5,0.125
7,2,4,3,0.0,0.0,0.0,0.5,0.125
7,3,1,3,0.0,0.0,0.0,0.5,0.125
7,3,2,6,0.9,1.0,0.8,0.9,0.85
7,5,1,1,0.0,0.0,0.0,1.0,0.25
7,5,2,5,0.9,1.0,0.8,0.9,0.9
7,5,3,5,0.0,0.0,0.0,0.5,0.125
7,5,4,2,0.9,1.0,0.8,0.9,0.85
7,5,5,1,0.0,0.0,0.0,1.0,0.0
7,6,1,1,0.0,0.0,0.0,0.5,0.125
7,6,2,1,0.0,0.0,0.0,0.5,0.125
7,6,3,1,1.0,1.0,0.8,1.0,0.95
7,6,4,1,0.0,0.0,0.0,1.0,0.0
7,6,5,1,0.0,0.0,0.0,0.5,0.125
7,8,1,1,0.0,0.0,0.0,1.0,0.25
7,8,2,8,0.0,0.0,0.0,0.8,0.2
7,8,3,8,0.0,0.0,0.5,1.0,0.375
7,8,4,8,0.0,0.0,0.5,1.0,0.375
7,8,5,1,0.5,0.0,0.5,0.75,0.4375
7,9,1,1,0.9,1.0,0.8,0.9,0.9
7,9,2,8,0.9,1.0,0.8,0.9,0.85
7,9,3,1,0.0,0.0,0.0,0.8,0.2
7,9,4,1,0.9,1.0,0.8,0.9,0.85
7,9,5,1,0.0,0.0,0.0,0.8,0.2
7,9,6,1,0.9,1.0,0.8,0.9,0.85
7,9,7,5,0.0,0.0,0.0,0.5,0.125
7,10,4,1,0.0,0.0,0.0,0.5,0.125
7,11,2,13,0.2,0.0,0.6,0.8,0.4
7,11,3,1,0.0,0.0,0.0,0.8,0.2
7,12,1,1,0.0,0.0,0.0,0.5,0.125
7,12,2,1,0.0,0.0,0.0,1.0,0.25
7,12,4,1,0.0,0.0,0.0,1.0,0.25
7,13,1,1,0.0,0.0,0.0,1.0,0.25
7,13,2,1,0.0,0.0,0.0,1.0,0.25
7,13,3,1,0.0,0.0,0.0,1.0,0.25
7,13,5,1,0.0,0.0,0.0,1.0,0.25
7,14,1,1,0.0,0.0,0.0,0.0,0.0
7,14,2,1,0.9,1.0,0.8,0.9,0.85
7,14,3,1,0.0,0.0,0.0,0.0,0.0
7,14,4,1,0.0,0.0,0.0,0.0,0.0
7,14,5,4,0.0,0.0,0.0,0.5,0.125
7,15,1,1,0.0,0.0,0.0,0.5,0.125
7,15,2,5,0.0,0.0,0.0,0.5,0.125
7,16,1,1,0.0,0.0,0.0,0.0,0.0
7,16,2,1,0.9,1.0,0.8,0.9,0.85
7,16,3,1,0.0,0.0,0.0,0.5,0.125
7,16,4,1,0.0,0.0,0.0,0.0,0.0
7,16,5,1,0.0,0.0,0.0,0.5,0.125
7,17,2,1,0.0,0.0,0.0,0.5,0.125
7,17,3,1,1.0,1.0,0.8,1.0,0.95
7,17,4,1,0.9,1.0,0.8,0.9,0.85
7,17,5,3,0.0,0.0,0.0,0.5,0.125
7,18,1,3,0.0,0.0,0.0,0.5,0.125
7,18,4,1,0.0,0.0,0.0,1.0,0.25
7,18,5,1,0.0,0.0,0.0,1.0,0.25
9,2,1,5,0.9,1.0,0.8,0.9,0.9
9,2,2,4,0.6,0.0,0.8,0.9,0.575
9,2,3,2,0.9,1.0,0.8,0.9,0.9
9,2,4,4,0.9,0.9,0.8,0.9,0.875
9,4,1,7,0.6,0.0,0.8,0.9,0.575
9,4,2,2,0.2,0.0,0.8,0.9,0.475
9,4,3,7,0.2,0.0,0.8,1.0,0.5
9,4,4,2,0.0,0.0,0.5,1.0,0.375
9,4,5,3,0.0,0.0,0.5,1.0,0.375
9,5,1,4,0.9,1.0,0.8,0.9,0.9
9,5,2,3,0.0,0.0,0.5,1.0,0.375
9,5,3,5,0.9,1.0,0.8,0.9,0.85
9,5,4,7,0.6,0.5,0.8,0.9,0.7
9,5,5,3,0.6,0.0,0.8,0.9,0.575
9,6,1,2,0.8,0.8,0.9,0.9,0.85
9,6,2,4,0.5,0.0,0.25,0.75,0.375
9,6,3,9,0.8,0.6667,0.75,0.9,0.7792
9,6,4,9,0.8,0.0,0.6,0.9,0.575
9,6,5,9,0.6,0.0,0.8,0.9,0.575
9,7,1,6,0.2,0.0,0.8,0.9,0.475
9,7,2,1,0.9,1.0,0.8,0.9,0.9
9,7,3,4,0.9,1.0,0.8,0.9,0.9
9,7,4,7,0.8,0.5,0.6,0.9,0.7
9,7,5,7,0.5,0.0,0.75,1.0,0.5625
9,8,1,9,0.8,0.5,0.8,0.9,0.75
9,9,1,4,0.0,0.0,0.5,1.0,0.375
9,9,3,3,0.5,0.0,0.75,0.9,0.5375
9,9,5,3,0.6,0.0,0.8,0.9,0.575
9,10,1,5,0.6,0.0,0.8,0.9,0.575
9,10,2,3,0.8,0.0,0.6,0.9,0.575
9,10,3,6,0.8,1.0,0.6,1.0,0.85
9,10,4,1,0.2,0.0,0.5,1.0,0.425
9,10,5,4,0.8,0.5,0.8,1.0,0.775
9,11,1,15,0.6,0.0,0.4,0.8,0.45
9,11,2,8,0.9,1.0,0.8,0.9,0.9
9,11,3,7,0.9,0.8,0.7,0.9,0.825
9,11,4,11,0.8,0.5,0.6,0.9,0.7
9,11,5,10,0.8,0.5,0.6,0.9,0.7
9,12,1,10,0.8,0.5,0.8,0.9,0.75
9,12,2,3,0.9,1.0,0.8,0.9,0.9
9,12,3,7,0.8,0.5,0.6,0.9,0.7
9,12,4,8,0.8,0.8,0.6,0.9,0.775
9,12,5,9,0.8,0.8,0.6,0.9,0.775
9,13,1,2,1.0,1.0,0.8,1.0,0.95
9,13,2,10,0.9,1.0,0.8,1.0,0.925
9,13,3,3,0.9,1.0,0.8,0.9,0.9
9,13,4,5,0.9,1.0,0.8,0.9,0.85
9,13,5,4,0.2,0.0,0.8,0.9,0.475
9,14,1,2,0.9,1.0,0.8,0.9,0.9
9,14,2,9,0.2,0.0,0.8,0.9,0.475
9,14,3,7,0.2,0.0,0.8,0.9,0.475
9,14,4,7,0.2,0.0,0.8,0.9,0.475
9,14,5,8,0.9,1.0,0.8,0.9,0.9
9,15,1,7,0.0,0.0,0.8,1.0,0.45
9,15,2,2,0.6,0.0,0.8,0.9,0.575
9,15,3,8,0.6,0.0,0.8,0.9,0.575
9,15,4,6,0.2,0.0,0.8,0.9,0.475
9,15,5,5,0.9,0.5,0.8,0.9,0.775
9,16,1,1,0.0,1.0,0.8,0.9,0.9
9,16,2,5,0.5,0.0,0.75,0.9,0.5375
9,16,3,3,0.8,0.0,0.6,0.9,0.575
9,16,4,1,1.0,1.0,1.0,1.0,1.0
9,16,5,1,0.2,0.5,0.8,0.9,0.475
9,16,6,4,0.6,0.0,0.8,0.9,0.575
9,17,1,3,0.2,0.0,0.8,0.9,0.475
9,17,2,4,0.8,0.5,0.6,0.9,0.7
9,17,3,3,0.2,0.0,0.8,0.9,0.475
9,17,4,3,0.2,0.0,0.8,0.9,0.475
9,17,5,3,0.8,0.6,0.8,0.9,0.775
9,19,1,1,0.9,1.0,0.8,0.9,0.85
9,19,3,1,0.0,0.0,0.0,1.0,0.25
9,20,1,4,0.0,0.0,0.0,0.5,0.125
9,20,2,1,0.0,0.0,0.0,0.5,0.125
9,20,4,1,0.0,0.0,0.0,0.5,0.125
9,20,5,1,0.0,0.0,0.0,0.5,0.125
9,21,1,1,0.0,0.0,0.5,1.0,0.375
9,21,2,1,0.0,0.0,0.0,1.0,0.25
9,22,1,1,1.0,1.0,1.0,1.0,1.0
9,22,2,1,0.0,0.0,0.0,0.5,0.125
9,22,4,1,0.0,0.0,0.0,0.5,0.125
9,23,1,1,0.0,0.0,0.0,0.5,0.125
9,23,2,1,0.0,0.0,0.0,0.5,0.125
9,23,3,1,0.0,0.0,0.0,0.5,0.125
9,23,4,5,0.0,0.0,0.0,0.5,0.125
9,23,5,1,0.0,0.0,0.0,0.5,0.125
10,1,1,1,0.9,1.0,0.8,0.95,0.9125
10,1,2,2,0.8,0.0,0.6,0.9,0.575
