Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L
How this disease changes the shape of your cells - Amber M. Yates,Health,0,0,0,0,0,0
The counting by fives song | Counting songs,Numbers & Operations,0,0,0,0,0,0
Why do we have leap years?,Teaching & Education,0,0,0,0,0,0
Is binge watching bad for you?,Health,0,0,0,0,0,0
Meet the microscopic life in your home--- and on your face - Anne Madden,"Design, Engineering & Technology",0.18424375332270068,0.0,0.12963849016480594,0.10808015513897866,0.025757575757575757,0.10038784744667098
Why do we wrinkle when wet?,Health,0.24145582250845407,0.03771929824561404,0.13977553030184608,0.04,0.03333333333333333,0.04
3D shapes song | Shapes for kids,Geometry,0.4334541062801932,0.07261904761904761,0.34178743961352653,0.11333333333333333,0.06666666666666667,0.11333333333333333
The most common STI in the world - Emma Bryce,Literature & Language,0.4056808688387636,0.04210526315789474,0.3052631578947368,0.1107936507936508,0.014285714285714287,0.1107936507936508
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.2534655870445344,0.017391304347826087,0.16125910931174087,0.044056956115779644,0.0,0.044056956115779644
Harvey Milk's radical vision of equality - Lillian Faderman,Social Studies,0.4452272727272727,0.24011857707509882,0.39504545454545453,0.08,0.0125,0.08
Is human evolution speeding up or slowing down? - Laurence Hurst,Science & Technology,0.23821330857924564,0.06021929824561403,0.18284395153410202,0.03672619047619048,0.0,0.03672619047619048
The surprising similarities between Twister and intelligence,Health,0.2712967032967033,0.1141025641025641,0.2552967032967033,0.11986985236985237,0.0,0.11217754467754468
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,Science & Technology,0.34845810177617953,0.12023809523809523,0.2893102321019941,0.05413992869875223,0.011111111111111112,0.04878639334521687
Why beavers are the smartest thing in fur pants,Science & Technology,0.34278920690030923,0.12926332926332926,0.21365347401487225,0.033434343434343435,0.004545454545454545,0.029267676767676765
Why we should draw more (and photograph less),Physical Fitness,0.19010368941403424,0.01739130434782609,0.1433344586448035,0.16094691814893053,0.0058823529411764705,0.14045057238942688
The history of manners,Psychology,0.16954597701149426,0.029100529100529106,0.16954597701149426,0.0,0.0,0.0
Can you solve the multiplying rabbits riddle? - Alex Gendler,Mathematics,0,0,0,0,0,0
Art with Mati and Dada – Henri Matisse,Visual Arts,0.30224208144796383,0.013333333333333332,0.2368574660633484,0.1576923076923077,0.0,0.1576923076923077
Why don't haircuts hurt?,Science & Technology,0.36535947712418304,0.07692307692307691,0.3081699346405229,0.12311298522598833,0.0,0.09828027042616826
