Title,Category,Questions Average BLEU,Options Average BLEU
The myth of the Sampo--- an infinite source of fortune and greed - Hanna-Ilona Härmävaara,Literature & Language,0.711412076668779,0.5428700914949255
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0.675769059254061,1.0
The rise and fall of the Lakota Empire - Pekka Hämäläinen,History,0.7017923063466684,0.9427618540115228
The counting by tens song | Counting songs,Numbers & Operations,0.7389578224475667,0.447952525402039
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0.7414582238702969,0.4771803787452381
The physics of surfing - Nick Pizzo,Science & Technology,0.745715386002016,0.2668775436591905
Why do these deadly insects look like flowers?,Science & Technology,0.704928529810367,0.4717398843159541
SH | fun phonics | how to read,Literature & Language,0.6992032812476967,0.5505606828771064
What makes neon signs glow? A 360 degree animation - Michael Lipman,"Design, Engineering & Technology",0.7284143643373746,0.7536701289739647
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0.7011149494273845,0.6092828233476355
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,Health,0.7903629992111532,0.4417877237067117
How bones make blood - Melody Smith,Health,0.769756602443342,0.3329598087757167
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0.7357229712128571,0.0
The world's ugliest animal,Environmental Science,0.790550378655956,0.2362963900508088
Why is this painting so shocking? - Iseult Gillespie,The Arts,0.7054770571131532,0.5243936257185839
The imaginary king who changed the real world - Matteo Salvadore,Social Studies,0.6753457475787144,0.4076838103113925
What happens when you lose a balloon?,Science & Technology,0.7280334562532633,0.5188766269045644
The quest for the perfect apple,Science & Technology,0.7156867533365083,0.4832652063115641
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0.7235502988216165,0.2245688516508293
Why perfect grades don't matter,Teaching & Education,0.6624776330252721,0.987146933814646
Can you trust your ears? (audio illusions),Health,0.7132082597193842,0.526040359545248
Is life meaningless? And other absurd questions - Nina Medvinskaya,Philosophy,0.7219380026173543,0.4375973271040637
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0.7576954161343696,0.4661746289020777
Why do American schools have such long hours?,Teaching & Education,0.6826559120318046,0.7603024579336671
Here Comes Teacher Cat - Read aloud picture book,Literature,0.7479322816640781,0.1625659465341522
What happens when nature goes viral?,Science & Technology,0.708123769457824,0.0
How Thor got his hammer - Scott A. Mellor,Social Studies,0.7563479955983858,0.0
"What is Juneteenth, and why is it important? - Karlos K. Hill and Soraya Field Fiorio",Social Studies,0.7108454050375892,0.5842860657829274
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0.7342164742320538,0.0
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0.7537710840003145,0.4497880739953571
The Princess and the Pea - Read aloud picture book,Literature,0.7591155607659472,0.3877997582060337
Can you solve the secret sauce riddle? - Alex Gendler,Problem Solving,0.6873086720338298,0.3505191151780684
Why parrots can talk like humans,Life Sciences,0.7129885140757608,0.0
Can you solve the Ragnarok riddle? - Dan Finkel,Thinking & Learning,0.6977867814495258,0.4191173211035185
What is depression? - Helen M. Farrell,Psychology,0.7488064992123897,0.6922710692189677
How to deal with rejection,Psychology,0.7520175871056765,0.3190186338100909
