Title,Category,Questions Average BLEU,Options Average BLEU
Meet the microscopic life in your home--- and on your face - Anne Madden,"Design, Engineering & Technology",0.7279738163869199,0.6247229026041302
Why do we wrinkle when wet?,Health,0.709389030693105,0.36270374301730923
3D shapes song | Shapes for kids,Geometry,0.7294373366325761,0.662717633141968
The most common STI in the world - Emma Bryce,Literature & Language,0.6809200758509688,0.3568233565078235
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.7836650253573468,0.45825589805605677
Harvey Milk's radical vision of equality - Lillian Faderman,Social Studies,0.7111023015476151,1.0
Is human evolution speeding up or slowing down? - Laurence Hurst,Science & Technology,0.7138653255741678,1.0
The surprising similarities between Twister and intelligence,Health,0.6795408410641669,0.5619966026633347
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,Science & Technology,0.6911665685529125,0.37478149947796074
Why beavers are the smartest thing in fur pants,Science & Technology,0.7404620401222968,0.427378964615359
Why we should draw more (and photograph less),Physical Fitness,0.6773163575776785,0.3561316697592694
The history of manners,Psychology,0.6844937204228894,0.4030425796885634
Can you solve the multiplying rabbits riddle? - Alex Gendler,Mathematics,0.6807022036393257,1.0
Art with Mati and Dada – Henri Matisse,Visual Arts,0.6940043818988524,0.6320283155687758
Why don't haircuts hurt?,Science & Technology,0.7593815497499801,0.0415537177415994
An Exercise in Self Compassion,Emotional Health,0.7387594263125863,0.5355758367680263
The secret language of trees - Camille Defrenne and Suzanne Simard,Health,0.7172100149910379,0.5076988908488107
The myth of the Sampo--- an infinite source of fortune and greed - Hanna-Ilona Härmävaara,Literature & Language,0.7700837132503567,0.4823394810349778
Why some people don't have an inner monologue,Psychology,0.6655131798246428,0.39902650785184923
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0.6744357432411257,0.9011104487073107
The rise and fall of the Lakota Empire - Pekka Hämäläinen,History,0.6950528114993478,0.8890765527812899
Climate change will displace millions. Here's how we prepare - Colette Pichon Battle,Science & Technology,0.7187649807100469,0.3843209269946968
The counting by tens song | Counting songs,Numbers & Operations,0.6833626107252655,0.5426299466188265
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0.7218261823181751,0.4940176238197015
The physics of surfing - Nick Pizzo,Science & Technology,0.7029734748042401,0.30262684932596867
Why do these deadly insects look like flowers?,Science & Technology,0.6508678626594742,0.5885558875742412
Better know the Mona Lisa,Visual Arts,0.6958296713752479,0.7753053906190374
SH | fun phonics | how to read,Literature & Language,0.7054641545432845,0.39787039629661647
What makes neon signs glow? A 360 degree animation - Michael Lipman,"Design, Engineering & Technology",0.7007599606752576,0.6913018120906719
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0.661156007779768,0.6352177700847333
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,Health,0.762611192694434,0.6448733353751214
The science of Flint's water crisis,Public Health,0.7451969891040661,0.4221906603877709
How bones make blood - Melody Smith,Health,0.6999741253627862,0.4464723043749007
How soap kills the coronavirus,Public Health,0.6690320966372086,0.3386902351811024
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0.7258099613141995,0.6818944956134775
The world's ugliest animal,Environmental Science,0.7485091244271711,0.29352638507034035
Why is this painting so shocking? - Iseult Gillespie,The Arts,0.6930490112310232,0.48621182810244223
The imaginary king who changed the real world - Matteo Salvadore,Social Studies,0.7778688746965381,0.2814180635320799
What happens when you lose a balloon?,Science & Technology,0.7452742516474551,0.37403337689600025
The quest for the perfect apple,Science & Technology,0.6892517841700497,0.43516386649524286
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0.7375876749711747,0.25770460400134415
Why perfect grades don't matter,Teaching & Education,0.6897278002370446,0.9951801001804922
Can you trust your ears? (audio illusions),Health,0.8320516623435521,0.44800152632962414
Why is my leg asleep?,Health,0.75052131004401,0.35836263577526783
Why don't we throw trash in volcanoes?,Science & Technology,0.6640311047096332,0.5315841860097861
Is life meaningless? And other absurd questions - Nina Medvinskaya,Philosophy,0.748060595198411,0.424784741883224
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0.7327613646602364,0.36844755504538784
Why do American schools have such long hours?,Teaching & Education,0.7029716137784645,0.5622290905556079
Here Comes Teacher Cat - Read aloud picture book,Literature,0.710582734783831,0.2693251244260452
What happens when nature goes viral?,Science & Technology,0.7091207854728501,0.3970196681585814
The myth of Loki and the master builder - Alex Gendler,Literature & Language,0.6665216677580285,0.4579393729654428
How Thor got his hammer - Scott A. Mellor,Social Studies,0.7234355796505775,0.5180420356486286
Helping others makes us happier--- but it matters how we do it - Elizabeth Dunn,Psychology,0.7138821402009183,0.24143156332512924
"What is Juneteenth, and why is it important? - Karlos K. Hill and Soraya Field Fiorio",Social Studies,0.7533306078411612,0.5085797460208275
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0.7057279522350755,0.647763146170892
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0.7050095510059251,0.5179083642747678
The Princess and the Pea - Read aloud picture book,Literature,0.7373534560559074,0.38600183964908347
Can you solve the secret sauce riddle? - Alex Gendler,Problem Solving,0.7397699318364828,0.7642314064801683
The secret society of the Great Dismal Swamp - Dan Sayers,Social Studies,0.6874573783097969,0.45686634335088083
Why parrots can talk like humans,Life Sciences,0.681068184897943,0.5800928525489188
Your brain hallucinates your conscious reality - Anil Seth,"Consciousness, Sensation and Perception",0.6418857609600359,0.2828664796110776
Can you solve the Ragnarok riddle? - Dan Finkel,Thinking & Learning,0.7168832942303671,0.5612673286546607
What is depression? - Helen M. Farrell,Psychology,0.7308957864065895,0.847400563506963
Why does smoke follow you around a fire?,Science & Technology,0.6930902358802709,0.32665675469279487
How to deal with rejection,Psychology,0.7322571788340096,0.26595527393126234
