Title,Category,Questions Average BLEU,Options Average BLEU
Is binge watching bad for you?,Health,0.735062818,0.67192743
Meet the microscopic life in your home--- and on your face - Anne Madden,"Design, Engineering & Technology",0,0
Why do we wrinkle when wet?,Health,0.728377792,0.359812894
3D shapes song | Shapes for kids,Geometry,0.723890519,0.762975713
The most common STI in the world - Emma Bryce,Literature & Language,0.784998462,0.391949565
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.791631378,0.483080521
Harvey Milk's radical vision of equality - Lillian Faderman,Social Studies,0.726655066,1
Is human evolution speeding up or slowing down? - Laurence Hurst,Science & Technology,0.671036055,1
The surprising similarities between Twister and intelligence,Health,0.691425438,0.602075248
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,Science & Technology,0.722938213,0.522441867
Why beavers are the smartest thing in fur pants,Science & Technology,0.705722509,0.440302957
Why we should draw more (and photograph less),Physical Fitness,0.710877903,0.292423211
The history of manners,Psychology,0,0
Can you solve the multiplying rabbits riddle? - Alex Gendler,Mathematics,0.73199866,1
Art with Mati and Dada ?€? Henri Matisse,Visual Arts,0.751374578,0.615454497
Why don't haircuts hurt?,Science & Technology,0.755087907,0.033203717
An Exercise in Self Compassion,Emotional Health,0.713498004,0.578078913
The secret language of trees - Camille Defrenne and Suzanne Simard,Health,0.716077088,0.458081265
The myth of the Sampo--- an infinite source of fortune and greed - Hanna-Ilona H??rm??vaara,Literature & Language,0.815288588,0.435265186
Why some people don't have an inner monologue,Psychology,0,0
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0.678644762,1
The rise and fall of the Lakota Empire - Pekka H??m??l??inen,History,0.717938255,0.938273071
Climate change will displace millions. Here's how we prepare - Colette Pichon Battle,Science & Technology,0,0
The counting by tens song | Counting songs,Numbers & Operations,0.707957291,0.59570076
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0.754925431,0.421237245
The physics of surfing - Nick Pizzo,Science & Technology,0.755210259,0.243523517
Why do these deadly insects look like flowers?,Science & Technology,0.658725106,0.487591248
Better know the Mona Lisa,Visual Arts,0.721563666,0.77676698
SH | fun phonics | how to read,Literature & Language,0.726982575,0.498250603
What makes neon signs glow? A 360 degree animation - Michael Lipman,"Design, Engineering & Technology",0.720890302,0.59100327
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0.686730457,0.578821612
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,Health,0.776554438,0.425308408
The science of Flint's water crisis,Public Health,0,0
How bones make blood - Melody Smith,Health,0.759755927,0.387013179
How soap kills the coronavirus,Public Health,0.711220002,0.431265612
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0.770828103,0.584265189
The world's ugliest animal,Environmental Science,0.73110884,0.231416363
Why is this painting so shocking? - Iseult Gillespie,The Arts,0.694049052,0.534336448
The imaginary king who changed the real world - Matteo Salvadore,Social Studies,0.716845948,0.300029855
What happens when you lose a balloon?,Science & Technology,0.731668384,0.484869812
The quest for the perfect apple,Science & Technology,0.760294511,0.462647833
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0.729157855,0.217835855
Why perfect grades don't matter,Teaching & Education,0.632519632,0.975715539
Can you trust your ears? (audio illusions),Health,0.602613501,0.204337904
Why is my leg asleep?,Health,0.719523838,0.403782098
Why don't we throw trash in volcanoes?,Science & Technology,0.647855155,0.367542266
Is life meaningless? And other absurd questions - Nina Medvinskaya,Philosophy,0.716804029,0.25715171
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0.757217441,0.263027949
Why do American schools have such long hours?,Teaching & Education,0.658588949,0.543265984
Here Comes Teacher Cat - Read aloud picture book,Literature,0.753294548,0.212216357
What happens when nature goes viral?,Science & Technology,0.743385372,0.393986987
The myth of Loki and the master builder - Alex Gendler,Literature & Language,0.780757857,0.372919628
How Thor got his hammer - Scott A. Mellor,Social Studies,0.749106235,0.556866883
Helping others makes us happier--- but it matters how we do it - Elizabeth Dunn,Psychology,0,0
"What is Juneteenth, and why is it important? - Karlos K. Hill and Soraya Field Fiorio",Social Studies,0.757996403,0.352800047
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0.727138304,0.42502122
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0.69076856,0.542108147
The Princess and the Pea - Read aloud picture book,Literature,0.758644702,0.408354745
Can you solve the secret sauce riddle? - Alex Gendler,Problem Solving,0.706180756,0.746231158
The secret society of the Great Dismal Swamp - Dan Sayers,Social Studies,0.736444272,0.334409627
Why parrots can talk like humans,Life Sciences,0.725651951,0.375288297
Your brain hallucinates your conscious reality - Anil Seth,"Consciousness, Sensation and Perception",0,0
Can you solve the Ragnarok riddle? - Dan Finkel,Thinking & Learning,0.679327296,0.191489397
What is depression? - Helen M. Farrell,Psychology,0.730779835,0.748531039
Why does smoke follow you around a fire?,Science & Technology,0.73178879,0.431970006
How to deal with rejection,Psychology,0.730806027,0.298846962
Plurals -s -es | Learn to Spell,Literature & Language,0.725876433,0.561641428
How to find area and perimeter,Mathematics,0.7236367,0.459928818
What you should know about vaping and e-cigarettes - Suchitra Krishnan-Sarin,Health,0,0
Make your own cartoon!,Visual Arts,0.70238463,0.474102892
How do crystals work? - Graham Baird,Science & Technology,0.762100511,0.391634747
Why is cotton in everything? - Michael R. Stiff,Science & Technology,0.757747278,0.696409367
How much sleep do you actually need?,Health,0.71336773,0.446806533
This thought experiment will help you understand quantum mechanics - Matteo Fadel,Psychology,0.750201601,0.232317737
The history of the world according to cats - Eva-Maria Geigl,Social Studies,0.723181884,0.496997983
"""Other"": A brief history of American xenophobia",Social Studies,0.752884011,0.538980705
The New Baby by Mercer Mayer - Read aloud book,Literature,0.718969342,0.593289981
How one scientist took on the chemical industry - Mark Lytle,Public Health,0.755195119,0.282278102
Does aloe vera really treat a sunburn?,Earth and Space Science,0.687038703,0.422897845
Why do humans have a third eyelid? - Dorsa Amin,Life Sciences,0.751217019,0.609242464
Art with Mati & Dada | Kandinsky,Visual Arts,0.727407566,0.409875071
Can you solve the secret werewolf riddle? - Daniel Finkel,Mathematics,0.702411602,0.696312325
"If your hands could smell, you'd be an octopus",Science & Technology,0.751838735,0.589171381
Polygon song,Geometry,0.802868246,1
The coronavirus explained and how you can combat it,Public Health,0.781141178,0.509270019
Five oceans song,Geography,0.763239524,0.926521104
Why some people find exercise harder than others - Emily Balcetis,"Design, Engineering & Technology",0,0
Closed and open syllables | Learn to read,Literature & Language,0.734458143,0.433353458
Zumbi: The last king of Palmares - Marc Adam Hertzman & Flavio dos Santos Gomes,Social Studies,0.827933091,0.424231517
What would happen if you stopped brushing your teeth?,Physical Science,0.58578986,0.643839611
A brief history of chess - Alex Gendler,Thinking & Learning,0.736784099,0.648932754
Your body vs. Implants - Kaitlyn Sadtler,Science & Technology,0.723211676,0.463512048
What is monkeypox?,Health,0.760730043,0.916234354
How does the Rorschach inkblot test work? - Damion Searls,Psychology,0.731946924,0.396468693
Can you solve the troll's paradox riddle? - Dan Finkel,Mathematics,0.689143459,0.397913826
How do you know what's true? - Sheila Marie Orfano,Psychology,0.704971909,0.462025497
Shapes song for kids,Geometry,0.694410703,0.801219269
How a case gets to the US Supreme Court,Social Studies,0.686278266,0.987991784
Why is it so hard to break a bad habit?,Psychology,0.761227378,0.425468628
The L-iminator! | The double L spelling rule,Literature & Language,0.744273485,0.436973718
Why 350 degreeF is the magic number for baking,Social Studies,0.673801485,0.882128194
Can you solve the cuddly duddly fuddly wuddly riddle? - Dan Finkel,Mathematics,0.73548816,0.295118606
What was so special about Viking ships? - Jan Bill,"Design, Engineering & Technology",0.709982288,1
The physics of a pool vortex,Science & Technology,0.755351512,0.515239947
A day in the life of an ancient Greek architect - Mark Robinson,"Design, Engineering & Technology",0.722091803,0.446827517
The importance of setting in a story,Literature & Language,0.717278644,0.511613254
Why haven't we cured arthritis? - Kaitlyn Sadtler and Heather J. Faust,Health,0.726090315,0.379777953
"Homophone song: There, Their, They're",Literature & Language,0.757400874,0.239777966
How can we solve the antibiotic resistance crisis? - Gerry Wright,Health,0.735438377,0.403087281
This sea creature breathes through its butt - Cella Wright,Science & Technology,0.74321122,0.065538291
How far would you have to go to escape gravity? - Rene Laufer,Science & Technology,0.733392598,0.472126113
Can animals be deceptive? - Eldridge Adams,Science & Technology,0.7222728,0.296520903
Old MacDonald had some vowels | AEIOU,Literature & Language,0.71673182,0.739544433
Do we own the land?,Social Studies,0.714725241,0.533146533
"Why should you read ""Midnight's Children""? - Iseult Gillespie",Literature & Language,0.723935194,0.434368949
The fascinating physics of boat wakes,Science & Technology,0.677962269,0.361543224
The advanced colors song | Art songs,Visual Arts,0.719208679,0.576325128
Building the world's largest (and most controversial) power plant - Alex Gendler,Thinking & Learning,0.759591088,0.345819952
Underwater farms vs. Climate change - Ayana Elizabeth Johnson and Megan Davis,Thinking & Learning,0.722223542,0.603282249
"Human, capital & natural resources for kids | Types of resources",Social Studies,0.763573258,0.618314011
Can you solve the jail break riddle? - Dan Finkel,Mathematics,0.737359554,0.450760186
Can you be awake and asleep at the same time? - Masako Tamaki,Health,0.735401361,0.49149456
A day in the life of a teenage samurai - Constantine N. Vaporis,Social Studies,0.703226795,0.807706432
"Why we say ""OK""",Literature & Language,0.749366865,0.232746058
The Japanese folktale of the selfish scholar - Iseult Gillespie,Social Studies,0.693996968,0.363944352
Why do India and China have so many people?,Social Studies,0.696618441,0.606157612
Can you trust your eyes?,Science & Technology,0.753907587,0.313524012
"Mating frenzies, sperm hoards, and brood raids: The life of a fire ant queen - Walter R. Tschinkel",Earth and Space Science,0.681107057,0.243934125
The psychology of post-traumatic stress disorder - Joelle Maletis,Health,0.787150798,0.69331354
What's the smartest age? - Shannon Odell,Thinking & Learning,0.695203592,0.311223203
Black Friday: An accident of history,Nutrition,0.765689509,0.293016859
How ingenious animals have engineered air conditioning,"Design, Engineering & Technology",0.686199325,0.493959903
The golf ball that made golfers too good,"Design, Engineering & Technology",0.744429429,0.293569103
The lines song | Art songs,Visual Arts,0.684050795,0.50212133
Can you solve the monster duel riddle? - Alex Gendler,Science & Technology,0.690272619,0.879294769
Which animal murders the most?,Science & Technology,0.678898711,0.987224921
Game theory challenge: Can you predict human behavior? - Lucas Husted,Critical Thinking,0.710033812,0.235959641
The Snowy Day - Read aloud picture book,Literature,0.743430894,0.718627567
Why do venomous animals live in warm climates?,Science & Technology,0,0
What's in the air you breathe? - Amy Hrdina and Jesse Kroll,Health,0.731041568,0.536857096
Grief and love in the animal kingdom - Barbara J. King,Life Sciences,0,0
The tale of the doctor who defied Death - Iseult Gillespie,Literature & Language,0.740890594,0.387369071
The surprising truth about what motivates us,Motivation and Emotion,0,0
Fun cartoon on Dr. Martin Luther King Jr. for Kids!,History,0.751732878,0.085680871
The dangerous race for the South Pole - Elizabeth Leane,Social Studies,0.733874141,0.213362463
How close are we to eradicating HIV? - Philip A. Chan,Literature & Language,0.753827986,0.441589347
The bug that poops candy - George Zaidan,Life Sciences,0.800100744,0.582845303
How stress affects your brain - Madhumita Murgia,Health,0.735739782,0.345374774
Three ways the universe could end - Venus Keus,Science & Technology,0.725110868,0.273170103
What causes heartburn? - Rusha Modi,Health,0.772632614,0.359014019
The ballet that incited a riot - Iseult Gillespie,Performing Arts,0.743793747,0.452249887
The world's largest organism - Alex Rosenthal,Earth and Space Science,0.769434073,0.595214613
Corals reefs aren't as doomed as you think,Science & Technology,0,0
The Bear Ate Your Sandwich - Read aloud picture book,Literature,0.758126455,0.40869553
Why does smoked brisket taste so delicious?,Science & Technology,0.735858549,0.60859953
How Does It Grow? Cranberries,Nutrition,0.73369529,0.603555951
A brief history of plastic,Environmental Science,0.722068496,0.485885258
The dust bunnies that built our planet - Lorin Swint Matthews,Earth and Space Science,0.675607476,0.371977801
How does alcohol cause hangovers? - Judy Grisel,Health,0.695821366,0.489248583
A day in the life of a Peruvian shaman - Gabriel Prieto,Social Studies,0.746938901,0.579152933
How to be more empathetic,Psychology,0.647815526,0.62811814
Frederick Douglass for kids (cartoon biography),History,0.731696563,0.266519679
Phonics - Learn to read the letter 'R',Literature & Language,0.700303091,0.477866044
Why good ideas get trapped in the valley of death--- and how to rescue them,Business & Economics,0.648626941,0.334858971
"What's a squillo, and why do opera singers need it? Ming Luke",Performing Arts,0.749589564,0.559876053
What yoga does to your body and brain - Krishna Sudhir,Health,0.720501838,0.575003115
Are the illuminati real? - Chip Berlet,History,0.728781601,0.51802646
Is sitting too close to the TV really bad for you?,Health,0.699263057,0.258240174
Are we all related?,Psychology,0.760594329,0.275157745
My Friend Maggie - Today I learned - Read aloud picture book,Literature,0.752085285,0.473848987
Using TCH or CH | Sounds of TCH and CH | Learn to read,Literature & Language,0.757662753,0.948673747
Why you don't hear about the ozone layer anymore,Science & Technology,0.715003069,0.802044705
Why do we eat spoiled food?,History,0.766522855,0.549273259
What is consciousness? - Michael S. A. Graziano,Health,0.686177225,0.282577574
How do ventilators work? - Alex Gendler,Public Health,0.738158953,0.667089616
Can you solve the time travel riddle? - Dan Finkel,Mathematics,0.654218625,0.054059207
Watch this educational video for children with a Rosa Parks biography,History,0.770740849,0.602249954
What is a butt tuba and why is it in medieval art? - Michelle Brown,Social Studies,0.692672733,0.460502345
The rise and fall of the Mongol Empire - Anne F. Broadbridge,History,0.737048556,0.610642857
Where did Earth's water come from?,Earth and Space Science,0.716644122,0.411835575
I Just Forgot by Mercer Mayer,Literature,0.705720514,0.625315933
Why do we celebrate Groundhog Day?,Social Studies,0.741190324,0.869423046
Can you solve the dragon jousting riddle? - Alex Gendler,Social Studies,0.692150938,0.55332832
4 signs of emotional abuse - Viann Nguyen-Feng,Emotional Health,0.802700995,0.309541374
A brief history of the devil - Brian A. Pavlac,Philosophy & Religion,0.719841255,0.356940826
Claws vs. Nails - Matthew Borths,Science & Technology,0.747423539,0.227115992
Can you solve the death race riddle? - Alex Gendler,Thinking & Learning,0.692449051,0.495571607
Systemic racism explained,Science & Technology,0.697485715,0.162029409
Is there a secret to creativity?,"Design, Engineering & Technology",0.740049484,0.659372523
Why can't dogs eat chocolate?,Science & Technology,0.738831898,0.243070314
The most colorful gemstones on Earth - Jeff Dekofsky,Health,0.726387917,0.955684836
3 myths about racism that keep the US from progress - Candis Watts Smith,Social Studies,0,0
"What causes opioid addiction, and why is it so tough to combat? - Mike Davis",Health,0.754157286,0.193405305
Learn to read | Phonics for kids | Long vowels - OU and OY,Literature & Language,0.75084488,0.5426078
The fascinating history of cemeteries - Keith Eggener,Social Studies,0.690158658,0.47822258
How to be confident,Motivation and Emotion,0.73570208,0.363694434
"Why should you read ""The Master and Margarita""? - Alex Gendler",Literature & Language,0.684273558,0
Can you solve the sorting hat riddle? - Dan Katz and Alex Rosenthal,Thinking & Learning,0.720862194,0.301458745
Turbulence: one of the great unsolved mysteries of physics - Tom??s Chor,Science & Technology,0.753653375,0.382533141
Can steroids save your life? - Anees Bahji,Health,0.749449086,0.697060249
"Why should you read ""A Midsummer Night's Dream?"" - Iseult Gillespie",Literature & Language,0.71245196,0.491559648
The myth of Jason and the Argonauts - Iseult Gillespie,Social Studies,0.718644471,0.334654197
Why women's clothing sizes don't make sense,Area Studies,0.71041461,1
"This-song to teach the sight word ""this""",Literature & Language,0.702018144,0.233893647
Elbow Grease - Read aloud picture book,Literature,0.771103299,0.543978361
Where do your online returns go? - Aparna Mehta,Environmental Science,0.672768912,0.620453058
Why every world map is wrong - Kayla Wolf,Social Studies,0.711079729,0.484251827
World's most asked questions: how can I get rid of the hiccups?,Health,0.789179867,0.139846617
The taxonomy of candy,Anthropology,0,0
Will there ever be a mile-high skyscraper? - Stefan Al,"Design, Engineering & Technology",0.703788168,0.518144234
I am Abraham Lincoln,Social Studies,0,0
The terrifying truth about bananas,Science & Technology,0.71627627,0.469311719
6 ways to start a sentence | Sentence structure | Learn to write,Writing/Composition,0.754342007,0.244459756
Axolotls are masters of regeneration,Life Sciences,0.697263129,0.337740811
The fish that walk on land - Noah R. Bressman,Science & Technology,0.731221304,0.500392076
The wild world of carnivorous plants - Kenny Coogan,Science & Technology,0.760464605,1
How rollercoasters affect your body - Brian D. Avery,"Design, Engineering & Technology",0.751534899,0.648951843
A day in the life of a Cossack warrior - Alex Gendler,History,0.701322335,0.536442753
Facts about pumpkins you never knew,Social Studies,0.794016997,0.706116837
Digraphs | Phonics song for children | Phonemic awareness,Literature & Language,0.794645586,0.910646785
A Vanishing Island Off the Louisiana Coast,Health,0.711540513,0.731069376
The lovable (and lethal) sea lion - Claire Simeone,Health,0.713754205,0.279491833
Why should you read Kurt Vonnegut? - Mia Nacamulli,Literature & Language,0.717187828,0.28771588
Architecture adventure: Crash Course Kids,"Design, Engineering & Technology",0.73139232,0.257949919
How close are we to uploading our minds? - Michael S. A. Graziano,Science & Technology,0.67666842,0.315169584
The dark history of zombies - Christopher M. Moreman,Philosophy & Religion,0.74265304,0.731570598
How much electricity does it take to power the world?,Science & Technology,0.69672338,0.378863794
Embrace the Shake - Phil Hansen,Visual Arts,0,0
"Why should you read Shakespeare's ""The Tempest""? - Iseult Gillespie",Literature & Language,0.742332252,0.414786305
The benefits of a good night's sleep - Shai Marcu,Health,0.742070129,0.159363891
Why don't country flags use the color purple?,Social Studies,0.746043024,0.599747871
Why is pneumonia so dangerous? - Eve Gaus and Vanessa Ruiz,Psychology,0.760293415,0.614909153
When is a pandemic over?,Public Health,0.720570906,0.233137414
What is echolocation?,Science & Technology,0.716181613,0.599173186
Contractions! | English grammar practice,Literature & Language,0.717917016,0.944203792
Could a breathalyzer detect cancer? - Julian Burschka,Philosophy & Religion,0.716863465,0.31331746
5 ways social media is changing your brain,Psychology,0.665034003,0.940888746
Malcolm X biography,History,0.795010168,0.194712249
How to outsmart the Prisoner's Dilemma - Lucas Husted,Thinking & Learning,0.663796569,0.146245191
How to spot a liar - Pamela Meyer,Psychology,0,0
How does herd immunity work?,Business & Economics,0,0
Why can't we talk about periods? - Jen Gunter,Health,0,0
Learn to read | Phonics for kids | Long I Vowels,Literature & Language,0.725143753,0.554712609
"Why should you read ""Kafka on the Shore""? - Iseult Gillespie",Literature & Language,0.713317439,0.450719342
Can you solve the stolen rubies riddle? - Dennis Shasha,Mathematics,0.704900792,1
Can you solve the giant iron riddle? - Alex Gendler,Mathematics,0.724369033,0.379063248
"The Greek myth of Talos, the first robot - Adrienne Mayor",Social Studies,0.692215938,0.564172188
Art with Mati and Dada ?€? Berthe Morisot,Visual Arts,0.75524771,0.313618842
The Chinese myth of the white snake and the meddling monk - Shunan Teng,Science & Technology,0.729290065,0.291648732
How to stay calm under pressure - Noa Kageyama and Pen-Pen Chen,Health,0.75103529,0.525039833
How does alcohol make you drunk? - Judy Grisel,Health,0.735563169,0.537361415
Why do people fear the wrong things? - Gerd Gigerenzer,History,0.696387601,0.274232622
Punctuation explained (by Punctuation!),Literature & Language,0.722648525,1
How do ocean currents work? - Jennifer Verduin,Science & Technology,0.747249555,0.480306986
The most horrifying parasites on the planet,Social Studies,0.740244993,0.61586054
The dark history of the overthrow of Hawaii - Sydney Iaukea,Social Studies,0.70999312,0.647612253
Can you solve the world's most evil wizard riddle? - Dan Finkel,Thinking & Learning,0.718150356,0.582020224
What if all the sea water became fresh water?,Earth and Space Science,0.737305821,1
How to spot a pyramid scheme - Stacie Bosley,Business & Economics,0.750746797,0.301389818
Why do you get a fever when you're sick? - Christian Moro,Business & Economics,0.75935946,0.723263862
How fast can a vaccine be made? - Dan Kwartler,Public Health,0.695715487,0.660165944
How your split ends can help clean oil spills,Earth and Space Science,0.782415218,0.478102887
Evolution's great mystery: Language - Michael Corballis,Literature & Language,0.674814786,0.724532624
How short selling works,Linguistics,0,0
The dark history of IQ tests - Stefan C. Dombrowski,History,0.767876488,0.365294989
Does time exist? - Andrew Zimmerman Jones,Science & Technology,0.715621934,0.394528198
The material that could change the world... for a third time,Science & Technology,0.699958343,0.452410174
The secret to rising sea levels,Health,0.706754743,0.516056984
Hawking's black hole paradox explained - Fabio Pacucci,Earth and Space Science,0.826947385,0.299755964
Can you spot the problem with these headlines? (Level 1) - Jeff Leek and Lucy McGowan,Literature & Language,0.689253583,0.293610862
Learn to use suffixes -le -al -el with the Singing Nun | Educational song,Literature & Language,0.712339865,0.580495341
What happens in your body when you swallow gum?,Health,0.772374262,0.442068712
How to change your behavior for the better - Dan Ariely,Psychology,0,0
The secret messages of Viking runestones - Jesse Byock,Health,0.76865187,0.533998548
Why should you read Flannery O'Connor? - Iseult Gillespie,Literature & Language,0.731948111,0.594898009
How the Monkey King escaped the underworld - Shunan Teng,Social Studies,0.764654051,0.736440735
How do antidepressants work? - Neil R. Jeyasingam,Psychology,0.71760493,0.33124901
Mom vs. dad: What did you inherit?,Health,0.784955789,0.286336615
Fruits and veggies for kids/Eat your rainbow,Nutrition,0.736738886,0.471310428
Why the ancient Greeks couldn't see blue,Science & Technology,0.744940166,1
The high-stakes race to make quantum computers work - Chiara Decaroli,Mathematics,0.731449921,0.485163982
"Did we domesticate dogs, or did dogs domesticate us?",Science & Technology,0.727846452,0.551040334
What stretching actually does to your body,Social Studies,0,0
How do investors choose stocks? - Richard Coffin,Health,0.824452851,0.243666315
The philosophy of cynicism - William D. Desmond,Literature & Language,0.72707861,0.284600556
Gang of 3 | Sound of 3 consonants,Literature & Language,0.721254272,0.650998739
The history of colonial America,History,0.758076889,0.268140083
Art with Mati and Dada ?€? Hokusai,Visual Arts,0.759806176,0.522585523
When is Thanksgiving?,Social Studies,0,0
The Maya myth of the morning star,Social Studies,0.673902521,0.574877155
What's a conure?,Science & Technology,0.729476949,0
The last living members of an extinct species - Jan Stejskal,Science & Technology,0.702716553,0.459036932
Can you solve the vampire hunter riddle? - Dan Finkel,Mathematics,0.657731848,0.477752191
The life cycle song,Life Sciences,0.771993025,0.366580468
The princess who rewrote history - Leonora Neville,Social Studies,0.685618705,0.459734308
The distracted mind,Thinking & Learning,0.738020577,0.663156162
Can you outsmart the fallacy that divided a nation? - Elizabeth Cox,Thinking & Learning,0.727762314,0.358538744
"What is Juneteenth, and why is it so important?",Science & Technology,0.704855382,0.598625715
How do blood transfusions work? - Bill Schutt,Science & Technology,0.711417905,0.359350875
Letter vowels - WH and PH | Phonics for kids,Literature & Language,0.712488948,0.55480812
How powerful is the world's biggest battery?,Science & Technology,0.744177746,0.296414774
How do steroids affect your muscles--- and the rest of your body? - Anees Bahji,Health,0.769333159,0.3486131
The value song | Art Songs,Visual Arts,0.744494932,0.687106136
How do you know if you have a virus? - Cella Wright,Health,0.752057947,0.395852893
Living with Less Water,Health,0.702210343,0.343727865
What is society? | US society for children,Civics,0.777834412,0.26442572
"Why should you read ""Dune"" by Frank Herbert? - Dan Kwartler",Literature & Language,0.717735166,0.356878572
The life cycle of a neutron star - David Lunney,Science & Technology,0.78997421,0.471112165
How do viruses jump from animals to humans? - Ben Longdon,Health,0.73208142,0.40113287
Why you feel anxious socializing (and what to do about it) - Fallon Goodman,Psychology,0,0
Why humans are so bad at thinking about climate change,"Design, Engineering & Technology",0,0
Can you solve the cheating royal riddle? - Dan Katz,Mathematics,0.762880444,0.940607671
What causes an economic recession? - Richard Coffin,Business & Economics,0.755764191,0.456811903
Who was Nelson Mandela?,Science & Technology,0.71658067,0.747029796
A brief history of dogs - David Ian Howe,Literature & Language,0.762831826,0.445851303
The texture song | Art Songs,Visual Arts,0.748860954,0.73191482
The surprising habits of original thinkers - Adam Grant,Thinking & Learning,0,0
The 5 types of text structure,Writing/Composition,0.736799675,0.250119028
Why do we get goose bumps?,Environmental Science,0.700297459,0.499211836
"The ""myth"" of the boiling frog",Science & Technology,0.71803355,0.584227193
Do larger animals take longer to pee? - David L. Hu,Thinking & Learning,0.719572021,0.384365915
Why do bats carry so many diseases? (like coronavirus),Life Sciences,0.673323613,0.33913549
What's a smartphone made of? - Kim Preshoff,Science & Technology,0.68544606,0.265474106
How war weakens national immune systems,Health,0.717489787,0.387036943
What causes the phases of the moon?,Health,0.758298324,0.334020199
How turtle shells evolved... twice - Judy Cebra Thomas,Emotional Health,0.71987669,0.346250024
The environmental cost of free two-day shipping,Earth and Space Science,0.69832743,0.315241255
"Why should you read Dante's ""Divine Comedy""? - Sheila Marie Orfano",Literature,0.71657989,0.585821105
The myth of Ireland's two greatest warriors - Iseult Gillespie,Anthropology,0.760823171,0.344141954
"Why should you read ""The Joy Luck Club"" by Amy Tan? - Sheila Marie Orfano",Critical Thinking,0.752594832,0.465926699
What would happen if the world went vegetarian?,Emotional Health,0.71594677,0.30488039
A day in the life of a Mongolian queen - Anne F. Broadbridge,Social Studies,0.785940212,0.324899623
Epic Engineering: Building the Brooklyn Bridge - Alex Gendler,"Design, Engineering & Technology",0.69616966,0.541095838
Can ketchup clean a penny?,Science & Technology,0.663318069,0.697064372
"What ""Machiavellian"" really means - Pazit Cahlon and Alex Gendler",Organization and Time Management,0.698251904,0.378571847
