Title,Category,Questions Average BLEU,Options Average BLEU
The most common STI in the world - Emma Bryce,Literature & Language,0.7143741360334852,0.6006284099667372
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.7867209433886867,0.4213106877508115
Harvey Milk's radical vision of equality - Lillian Faderman,Social Studies,0.7186653297613388,1.0
Is human evolution speeding up or slowing down? - Laurence Hurst,Science & Technology,0.7077066432619918,1.0
The surprising similarities between Twister and intelligence,Health,0,0
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,Science & Technology,0.6585891748993116,0.476457452242938
Why beavers are the smartest thing in fur pants,Science & Technology,0.728143398909759,0.5420821770586197
Why we should draw more (and photograph less),Physical Fitness,0.6882050158174532,0.27139652267183145
The history of manners,Psychology,0.691984467259722,0.48670017875439325
Can you solve the multiplying rabbits riddle? - Alex Gendler,Mathematics,0.6928958588261521,1.0
Art with Mati and Dada – Henri Matisse,Visual Arts,0.7465467875482361,0.5517849191430149
Why don't haircuts hurt?,Science & Technology,0.7533319304734885,0.027296149812577684
An Exercise in Self Compassion,Emotional Health,0.7478130458431151,0.6196754685039257
The secret language of trees - Camille Defrenne and Suzanne Simard,Health,0.7096931580112973,0.4372218669221602
The myth of the Sampo--- an infinite source of fortune and greed - Hanna-Ilona Härmävaara,Literature & Language,0.7248786647492241,0.5178661315557428
Why some people don't have an inner monologue,Psychology,0.6654846095197373,0.5787799163338063
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0.7344855803294187,0.8923688691701429
The rise and fall of the Lakota Empire - Pekka Hämäläinen,History,0.7081376126320469,0.7446916618772995
Climate change will displace millions. Here's how we prepare - Colette Pichon Battle,Science & Technology,0.7348286962955168,0.30193640222051615
The counting by tens song | Counting songs,Numbers & Operations,0.7278103090324608,0.42427256229974464
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0.709197353289355,0.48677186200201544
The physics of surfing - Nick Pizzo,Science & Technology,0.7865686987228052,0.29269748317338196
Why do these deadly insects look like flowers?,Science & Technology,0.7096591022380039,0.54365184101901
Better know the Mona Lisa,Visual Arts,0.7044348965283161,0.6017052445358885
SH | fun phonics | how to read,Literature & Language,0.7117197005706253,0.6531390991836248
What makes neon signs glow? A 360 degree animation - Michael Lipman,"Design, Engineering & Technology",0.7045170175339998,0.7598778841068519
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0.7266916036438578,0.46447792372886837
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,Health,0.806697563342016,0.4134654286302618
The science of Flint's water crisis,Public Health,0.7104640946949938,0.49807887718155247
How bones make blood - Melody Smith,Health,0.6463653877551995,0.5836872494080624
How soap kills the coronavirus,Public Health,0.6674334520588703,0.5949217288009472
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0.7806303915387325,0.6002253151826576
The world's ugliest animal,Environmental Science,0.8020479052779088,0.23179530030948028
Why is this painting so shocking? - Iseult Gillespie,The Arts,0.6729499273814925,0.4986540398401398
The imaginary king who changed the real world - Matteo Salvadore,Social Studies,0.7183778483294868,0.36452411196607837
What happens when you lose a balloon?,Science & Technology,0.7252950269527222,0.4479088301889515
The quest for the perfect apple,Science & Technology,0.7013012847556934,0.5137751198091562
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0.7081109530495504,0.12112997083798101
Why perfect grades don't matter,Teaching & Education,0.659302990526507,0.9951801001804922
Can you trust your ears? (audio illusions),Health,0.7098066740445503,0.33605983995924016
Why is my leg asleep?,Health,0.7206027736149359,0.3765281099493076
Why don't we throw trash in volcanoes?,Science & Technology,0.6697845000241671,0.5468164405242677
Is life meaningless? And other absurd questions - Nina Medvinskaya,Philosophy,0.772440462043521,0.2580200029887115
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0.7531225106170055,0.42093886745608805
Why do American schools have such long hours?,Teaching & Education,0.663895157685618,0.5435459771362681
Here Comes Teacher Cat - Read aloud picture book,Literature,0.697996637820444,0.274405482412731
What happens when nature goes viral?,Science & Technology,0.6902413929635245,0.6045896371177211
The myth of Loki and the master builder - Alex Gendler,Literature & Language,0.6787524761573357,0.6607758949813403
How Thor got his hammer - Scott A. Mellor,Social Studies,0.7497865446327746,0.414721554394923
Helping others makes us happier--- but it matters how we do it - Elizabeth Dunn,Psychology,0.6981867094199625,0.29541560241890863
"What is Juneteenth, and why is it important? - Karlos K. Hill and Soraya Field Fiorio",Social Studies,0.70304256374765,0.5584518007183672
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0.7233806983147035,0.5774548657699142
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0.6774515841924332,0.46609875601216266
The Princess and the Pea - Read aloud picture book,Literature,0.7177155606231368,0.39700283863049096
Can you solve the secret sauce riddle? - Alex Gendler,Problem Solving,0.7154782380833169,0.7588061179413252
The secret society of the Great Dismal Swamp - Dan Sayers,Social Studies,0.7199308087450906,0.40827887119202055
Why parrots can talk like humans,Life Sciences,0.6780779700332812,0.5050816160963326
Your brain hallucinates your conscious reality - Anil Seth,"Consciousness, Sensation and Perception",0.6912962880639324,0.37506890097094975
Can you solve the Ragnarok riddle? - Dan Finkel,Thinking & Learning,0.6745219103308501,0.469946894998874
What is depression? - Helen M. Farrell,Psychology,0.749944613438726,0.5870585251164935
Why does smoke follow you around a fire?,Science & Technology,0.6589161638162845,0.5068920025171505
How to deal with rejection,Psychology,0.7041743825983584,0.2598004919115115
