Title,Category,Questions Average BLEU,Options Average BLEU
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0,0
The rise and fall of the Lakota Empire - Pekka Hämäläinen,History,0,0
Climate change will displace millions. Here's how we prepare - Colette Pichon Battle,Science & Technology,0,0
The counting by tens song | Counting songs,Numbers & Operations,0,0
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0,0
The physics of surfing - Nick Pizzo,Science & Technology,0,0
Why do these deadly insects look like flowers?,Science & Technology,0,0
Better know the Mona Lisa,Visual Arts,0,0
SH | fun phonics | how to read,Literature & Language,0.7227829690652062,0.570429409919512
What makes neon signs glow? A 360 degree animation - Michael Lipman,"Design, Engineering & Technology",0.661263191161816,0.7828954639850474
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0,0
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,Health,0.7504773617223603,0.366274414162257
The science of Flint's water crisis,Public Health,0,0
How bones make blood - Melody Smith,Health,0,0
How soap kills the coronavirus,Public Health,0,0
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0,0
The world's ugliest animal,Environmental Science,0,0
Why is this painting so shocking? - Iseult Gillespie,The Arts,0,0
The imaginary king who changed the real world - Matteo Salvadore,Social Studies,0,0
What happens when you lose a balloon?,Science & Technology,0.7387302029664845,0.5589639737220644
The quest for the perfect apple,Science & Technology,0,0
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0,0
Why perfect grades don't matter,Teaching & Education,0.6564116106121385,1.0
Can you trust your ears? (audio illusions),Health,0,0
Why is my leg asleep?,Health,0,0
Why don't we throw trash in volcanoes?,Science & Technology,0,0
Is life meaningless? And other absurd questions - Nina Medvinskaya,Philosophy,0,0
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0,0
Why do American schools have such long hours?,Teaching & Education,0,0
Here Comes Teacher Cat - Read aloud picture book,Literature,0.7220274477651547,0.1917855114271235
What happens when nature goes viral?,Science & Technology,0,0
The myth of Loki and the master builder - Alex Gendler,Literature & Language,0,0
How Thor got his hammer - Scott A. Mellor,Social Studies,0,0
Helping others makes us happier--- but it matters how we do it - Elizabeth Dunn,Psychology,0,0
"What is Juneteenth, and why is it important? - Karlos K. Hill and Soraya Field Fiorio",Social Studies,0.76188709129703,0.4219373100107339
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0,0
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0,0
The Princess and the Pea - Read aloud picture book,Literature,0,0
Can you solve the secret sauce riddle? - Alex Gendler,Problem Solving,0,0
The secret society of the Great Dismal Swamp - Dan Sayers,Social Studies,0,0
Why parrots can talk like humans,Life Sciences,0,0
Your brain hallucinates your conscious reality - Anil Seth,"Consciousness, Sensation and Perception",0,0
Can you solve the Ragnarok riddle? - Dan Finkel,Thinking & Learning,0,0
What is depression? - Helen M. Farrell,Psychology,0,0
Why does smoke follow you around a fire?,Science & Technology,0,0
How to deal with rejection,Psychology,0.7383270151654439,0.39540808698024615
