Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L
The truth about electroconvulsive therapy (ECT) - Helen M. Farrell,Health,0.4184717140444694,0.08352941176470588,0.37388967070081625,0.05967032967032967,0.02159090909090909,0.05967032967032967
What is imposter syndrome and how can you combat it? - Elizabeth Cox,Psychology,0.42856209150326796,0.17507246376811594,0.2817178649237473,0.04722222222222222,0.01666666666666667,0.04722222222222222
Fabulous food chains,Environmental Science,0.41713995943204873,0.1884251761883341,0.3274529121993625,0.028803418803418808,0.0,0.028803418803418808
How An Igloo Keeps You Warm,"Design, Engineering & Technology",0.19154354354354355,0.029610389610389615,0.16473273273273276,0.14135204991087344,0.03691427565569442,0.10466237825828621
Infinity according to Jorge Luis Borges - Ilan Stavans,Health,0,0,0,0,0,0
Volcanic eruption explained - Steven Anderson,Science & Technology,0.2527743434116369,0.07010214528363348,0.201311303435615,0.12760196121846692,0.0194386913899109,0.12690512308512752
The strange history of the world's most stolen painting - Noah Charney,Science & Technology,0,0,0,0,0,0
"Why should you read ""The God of Small Things"" by Arundhati Roy? - Laura Wright",Literature,0.36749838396897216,0.0861632341723875,0.2690661495367378,0.03290043290043291,0.0,0.03290043290043291
Performing brain surgery without a scalpel - Hyunsoo Joshua No,"Design, Engineering & Technology",0.37858050358050355,0.11433333333333333,0.30633325633325625,0.12745211629802422,0.016666666666666666,0.10971078899787341
How this disease changes the shape of your cells - Amber M. Yates,Health,0,0,0,0,0,0
The counting by fives song | Counting songs,Numbers & Operations,0,0,0,0,0,0
Why do we have leap years?,Teaching & Education,0.1366313235878453,0.0,0.12234560930213105,0.0877707891523681,0.0,0.0877707891523681
Is binge watching bad for you?,Health,0.3044450189427923,0.11959699274412099,0.21735892344501945,0.010025062656641603,0.0,0.010025062656641603
Meet the microscopic life in your home--- and on your face - Anne Madden,"Design, Engineering & Technology",0.19038177737868142,0.0,0.1721999591968632,0,0,0
Why do we wrinkle when wet?,Health,0.1982251950947603,0.0,0.13216722408026754,0.015384615384615385,0.00909090909090909,0.015384615384615385
3D shapes song | Shapes for kids,Geometry,0,0,0,0,0,0
The most common STI in the world - Emma Bryce,Literature & Language,0.3903643724696356,0.14188034188034188,0.3317049032838507,0.16305555555555556,0.028571428571428574,0.16305555555555556
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.2507476836888602,0.03333333333333333,0.16273647920706744,0.0633721322537112,0.0,0.0571221322537112
Harvey Milk's radical vision of equality - Lillian Faderman,Social Studies,0,0,0,0,0,0
Is human evolution speeding up or slowing down? - Laurence Hurst,Science & Technology,0.2450203418496101,0.047857142857142855,0.16119840461303875,0.060406162464985994,0.0,0.048437908496732025
The surprising similarities between Twister and intelligence,Health,0.3082966162498976,0.07597641159298361,0.26548923206320313,0.059027777777777776,0.00625,0.059027777777777776
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,Science & Technology,0.2472935312940891,0.040012475441819594,0.1842343591611572,0.17348221343873518,0.014761904761904763,0.14391210239036326
Why beavers are the smartest thing in fur pants,Science & Technology,0,0,0,0,0,0
Why we should draw more (and photograph less),Physical Fitness,0.22884226884226883,0.01666666666666667,0.14595182595182596,0.14420622635018918,0.011929824561403509,0.12322137786534068
The history of manners,Psychology,0,0,0,0,0,0
Can you solve the multiplying rabbits riddle? - Alex Gendler,Mathematics,0,0,0,0,0,0
Art with Mati and Dada – Henri Matisse,Visual Arts,0,0,0,0,0,0
Why don't haircuts hurt?,Science & Technology,0,0,0,0,0,0
An Exercise in Self Compassion,Emotional Health,0,0,0,0,0,0
The secret language of trees - Camille Defrenne and Suzanne Simard,Health,0.3608093355919443,0.06967032967032967,0.2402258610954263,0.025146520146520145,0.0,0.025146520146520145
The myth of the Sampo--- an infinite source of fortune and greed - Hanna-Ilona Härmävaara,Literature & Language,0.35602467707730867,0.13424908424908422,0.3349720454983613,0.05110260499734184,0.0,0.05110260499734184
Why some people don't have an inner monologue,Psychology,0,0,0,0,0,0
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0.38718840579710145,0.23158580549884897,0.32595031055900625,0.10876123876123875,0.02142857142857143,0.1020945720945721
The rise and fall of the Lakota Empire - Pekka Hämäläinen,History,0.24538794538794537,0.07894448101821375,0.23586413586413585,0.03619892963933211,0.0,0.03619892963933211
Climate change will displace millions. Here's how we prepare - Colette Pichon Battle,Science & Technology,0,0,0,0,0,0
The counting by tens song | Counting songs,Numbers & Operations,0.18471220746363062,0.03197492163009404,0.1589057558507274,0.1,0.0,0.1
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0.3647919799498746,0.13688973565134555,0.3086917293233083,0.10022047397047398,0.0,0.10022047397047398
The physics of surfing - Nick Pizzo,Science & Technology,0.2766199813258637,0.05,0.2766199813258637,0.11244846656611363,0.0,0.10689291101055806
Why do these deadly insects look like flowers?,Science & Technology,0,0,0,0,0,0
Better know the Mona Lisa,Visual Arts,0.213047619047619,0.0,0.1387142857142857,0.023809523809523808,0.0,0.018253968253968255
SH | fun phonics | how to read,Literature & Language,0,0,0,0,0,0
What makes neon signs glow? A 360 degree animation - Michael Lipman,"Design, Engineering & Technology",0.3000231271995978,0.08739130434782608,0.2519718451483157,0.09343137254901959,0.026858974358974358,0.09343137254901959
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0.263810944967399,0.06599922261091676,0.18323523282347096,0.09254329004329005,0.009999999999999998,0.09254329004329005
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,Health,0.3703472651151353,0.07080200501253134,0.21512091445768672,0.02842982456140351,0.0,0.02842982456140351
The science of Flint's water crisis,Public Health,0,0,0,0,0,0
How bones make blood - Melody Smith,Health,0.33648468998583414,0.08184143222506393,0.28709338563800807,0.11315489034529284,0.032916666666666664,0.11315489034529284
How soap kills the coronavirus,Public Health,0.2512098427887901,0.03538461538461538,0.2512098427887901,0.06728703703703705,0.005263157894736843,0.05020370370370371
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0.4287222581340228,0.12618819776714513,0.40967463908640384,0.20076041747397247,0.06394230769230769,0.1727524606680617
The world's ugliest animal,Environmental Science,0.3759208680888758,0.09686274509803924,0.2805157353411579,0.22372763309834248,0.07437530935489192,0.2056908290131513
Why is this painting so shocking? - Iseult Gillespie,The Arts,0.380431508063087,0.08067226890756303,0.2223329789119263,0.1734126984126984,0.05428571428571429,0.1734126984126984
The imaginary king who changed the real world - Matteo Salvadore,Social Studies,0.34963736263736267,0.14499442586399108,0.31035164835164836,0.16170051353874884,0.006666666666666666,0.16170051353874884
What happens when you lose a balloon?,Science & Technology,0.3481427215685087,0.06683843263553409,0.2983157831858481,0.17529136180670707,0.009523809523809521,0.16973580625115153
The quest for the perfect apple,Science & Technology,0.298123586855221,0.07830687830687831,0.26992147169658415,0.06582264957264958,0.00625,0.058130341880341885
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0.31836070579511,0.0904071773636991,0.2165379397587733,0.15407673595754093,0.02361111111111111,0.13882673595754094
Why perfect grades don't matter,Teaching & Education,0.28105002290126285,0.12045977011494254,0.24225691945298697,0.05,0.0,0.05
Can you trust your ears? (audio illusions),Health,0.34542984917797515,0.1580952380952381,0.2988608259972578,0.18174418043079302,0.032275132275132276,0.17105042016806724
Why is my leg asleep?,Health,0.24148148148148146,0.0404040404040404,0.20481481481481484,0.1465094905094905,0.037724449463579904,0.1298471528471528
Why don't we throw trash in volcanoes?,Science & Technology,0.09347826086956523,0.0,0.09347826086956523,0.019230769230769232,0.0,0.019230769230769232
Is life meaningless? And other absurd questions - Nina Medvinskaya,Philosophy,0.2570378350770508,0.047504025764895326,0.2221660402052559,0.08669413919413918,0.0,0.08669413919413918
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0.41599918599918595,0.14467754467754468,0.294977614977615,0.14789689670494624,0.0,0.14789689670494624
Why do American schools have such long hours?,Teaching & Education,0,0,0,0,0,0
Here Comes Teacher Cat - Read aloud picture book,Literature,0,0,0,0,0,0
What happens when nature goes viral?,Science & Technology,0.3359477124183007,0.11406162464985996,0.27002178649237474,0.1871080085018704,0.034027777777777775,0.1787746751685371
The myth of Loki and the master builder - Alex Gendler,Literature & Language,0.3151450742240216,0.10474153297682709,0.2940924426450743,0.16999999999999998,0.0,0.16999999999999998
How Thor got his hammer - Scott A. Mellor,Social Studies,0,0,0,0,0,0
Helping others makes us happier--- but it matters how we do it - Elizabeth Dunn,Psychology,0,0,0,0,0,0
"What is Juneteenth, and why is it important? - Karlos K. Hill and Soraya Field Fiorio",Social Studies,0.24462216818302518,0.10333333333333332,0.1691319721045938,0.11022284954131434,0.014666666666666666,0.10312014832096605
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0.30209687002855884,0.038431372549019606,0.23409426331627473,0.02,0.0,0.02
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0.297902097902098,0.09532467532467534,0.2729020979020979,0.01111111111111111,0.0,0.01111111111111111
The Princess and the Pea - Read aloud picture book,Literature,0.3333559686500863,0.05855263157894737,0.2650652180063945,0.09282563025210082,0.023717948717948717,0.0869922969187675
Can you solve the secret sauce riddle? - Alex Gendler,Problem Solving,0,0,0,0,0,0
The secret society of the Great Dismal Swamp - Dan Sayers,Social Studies,0.3457094017094017,0.15630861040068203,0.2719316239316239,0.03511655011655012,0.0,0.03511655011655012
Why parrots can talk like humans,Life Sciences,0.26080538909430917,0.04045977011494253,0.1869258149517617,0.009999999999999998,0.0,0.009999999999999998
Your brain hallucinates your conscious reality - Anil Seth,"Consciousness, Sensation and Perception",0,0,0,0,0,0
Can you solve the Ragnarok riddle? - Dan Finkel,Thinking & Learning,0.3011376480416728,0.10341880341880343,0.3011376480416728,0.05658442864325218,0.0,0.05658442864325218
What is depression? - Helen M. Farrell,Psychology,0,0,0,0,0,0
Why does smoke follow you around a fire?,Science & Technology,0.14775689223057642,0.029411764705882353,0.12144110275689224,0.051041666666666666,0.0,0.051041666666666666
How to deal with rejection,Psychology,0.29403057523950016,0.014814814814814817,0.22773773082900872,0.18467117677643993,0.008771929824561403,0.16361854519749258
