Title,Category,Questions Average BLEU,Options Average BLEU
How this disease changes the shape of your cells - Amber M. Yates,Health,0.7241078428321758,0.5067385544712236
The counting by fives song | Counting songs,Numbers & Operations,0.7200005553586386,0.15182198255547186
Why do we have leap years?,Teaching & Education,0.6558484690883948,0.4314782238378418
Is binge watching bad for you?,Health,0.7440513123090399,0.5271100164452645
Meet the microscopic life in your home--- and on your face - Anne Madden,"Design, Engineering & Technology",0.7332712387950823,0.8294350882273689
Why do we wrinkle when wet?,Health,0.7014577501403301,0.3758293792223305
3D shapes song | Shapes for kids,Geometry,0.7189561103857127,0.9267766952966369
The most common STI in the world - Emma Bryce,Literature & Language,0.7068594778947678,0.5656863772224348
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.7527074279353786,0.38799906000921086
Harvey Milk's radical vision of equality - Lillian Faderman,Social Studies,0.7260520067188994,1.0
Is human evolution speeding up or slowing down? - Laurence Hurst,Science & Technology,0.7237109120651658,0.9668790237024864
The surprising similarities between Twister and intelligence,Health,0.6859715514404732,0.5549752919151091
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,Science & Technology,0.7291304686294319,0.4364067615510897
Why beavers are the smartest thing in fur pants,Science & Technology,0.7505970909051701,0.38464565641536697
Why we should draw more (and photograph less),Physical Fitness,0.7086337771251175,0.3625255386452947
The history of manners,Psychology,0,0
Can you solve the multiplying rabbits riddle? - Alex Gendler,Mathematics,0.6915279168983154,1.0
Art with Mati and Dada – Henri Matisse,Visual Arts,0.6738827092723513,0.6079050615488694
Why don't haircuts hurt?,Science & Technology,0.7191508947141632,0.004900895998279935
An Exercise in Self Compassion,Emotional Health,0.6977743102330765,0.5673394817303373
The secret language of trees - Camille Defrenne and Suzanne Simard,Health,0.7414516461305681,0.44842950868045495
The myth of the Sampo--- an infinite source of fortune and greed - Hanna-Ilona Härmävaara,Literature & Language,0.6949152155693842,0.39585028367517977
Why some people don't have an inner monologue,Psychology,0,0
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0.6937539944930331,1.0
The rise and fall of the Lakota Empire - Pekka Hämäläinen,History,0.7171508963568316,0.7265174270319311
Climate change will displace millions. Here's how we prepare - Colette Pichon Battle,Science & Technology,0,0
The counting by tens song | Counting songs,Numbers & Operations,0.7261327632345542,0.4626159783210615
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0.7357214815052517,0.3875506314434783
The physics of surfing - Nick Pizzo,Science & Technology,0.7495838322437156,0.30517775551880366
Why do these deadly insects look like flowers?,Science & Technology,0.6772071490142129,0.5003251949433111
Better know the Mona Lisa,Visual Arts,0.6993806910735133,0.5748713155090902
SH | fun phonics | how to read,Literature & Language,0.6948777712577877,0.5984891267188617
What makes neon signs glow? A 360 degree animation - Michael Lipman,"Design, Engineering & Technology",0.6980672479576178,0.790894243254624
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0.6736426550408756,0.6863008481929886
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,Health,0.7173220909339013,0.39248831257414113
The science of Flint's water crisis,Public Health,0,0
How bones make blood - Melody Smith,Health,0.7145587332765404,0.46162953028598935
How soap kills the coronavirus,Public Health,0.7174252030368193,0.6103921948501118
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0.7254768747010393,0.6647647092611196
The world's ugliest animal,Environmental Science,0.7649368481702112,0.2348060513073824
Why is this painting so shocking? - Iseult Gillespie,The Arts,0.6842027796758036,0.456403600759648
The imaginary king who changed the real world - Matteo Salvadore,Social Studies,0.7081318865070173,0.3393835439399864
What happens when you lose a balloon?,Science & Technology,0.6927283745056603,0.5187964147820747
The quest for the perfect apple,Science & Technology,0.7324621893082905,0.4692109975646367
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0.6820427573535376,0.30382640279093065
Why perfect grades don't matter,Teaching & Education,0.6297660601507947,0.9855403005414767
Can you trust your ears? (audio illusions),Health,0.6235788935003846,0.3171138981876419
Why is my leg asleep?,Health,0.7417454323765182,0.3719207267784459
Why don't we throw trash in volcanoes?,Science & Technology,0.6818785634563391,0.48271942449791155
Is life meaningless? And other absurd questions - Nina Medvinskaya,Philosophy,0.7142254905808592,0.4895127372934932
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0.7343532011773227,0.41975642491668175
Why do American schools have such long hours?,Teaching & Education,0.7077098407396882,0.6762266078712829
Here Comes Teacher Cat - Read aloud picture book,Literature,0.7154565664192303,0.12374565279283282
What happens when nature goes viral?,Science & Technology,0.7196058304390682,0.5553215589423711
The myth of Loki and the master builder - Alex Gendler,Literature & Language,0.7098743071272924,0.4943097041817408
How Thor got his hammer - Scott A. Mellor,Social Studies,0.7173066445185817,0.5320469259358039
Helping others makes us happier--- but it matters how we do it - Elizabeth Dunn,Psychology,0,0
"What is Juneteenth, and why is it important? - Karlos K. Hill and Soraya Field Fiorio",Social Studies,0.7132329571929542,0.5938604705980843
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0.6959753010347763,0.7384275952574738
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0.6902266357431305,0.4706687254399574
The Princess and the Pea - Read aloud picture book,Literature,0.7013884150698357,0.41419365767182026
Can you solve the secret sauce riddle? - Alex Gendler,Problem Solving,0.7393641067146568,0.4320832604983701
The secret society of the Great Dismal Swamp - Dan Sayers,Social Studies,0.7452854197649849,0.5759199100955682
Why parrots can talk like humans,Life Sciences,0.7175187318802082,0.5408014218363084
Your brain hallucinates your conscious reality - Anil Seth,"Consciousness, Sensation and Perception",0,0
Can you solve the Ragnarok riddle? - Dan Finkel,Thinking & Learning,0.6788492479261793,0.4229124133676977
What is depression? - Helen M. Farrell,Psychology,0.7188493703861794,0.6073041903863318
Why does smoke follow you around a fire?,Science & Technology,0.7121468676722144,0.47877438584314735
How to deal with rejection,Psychology,0.6893759753116526,0.38141747602696435
Plurals -s -es | Learn to Spell,Literature & Language,0.7185215125122627,0.5664118990137861
How to find area and perimeter,Mathematics,0.7499593553702437,0.5305905474335868
What you should know about vaping and e-cigarettes - Suchitra Krishnan-Sarin,Health,0,0
Make your own cartoon!,Visual Arts,0.7540632582552022,0.5091788323884804
How do crystals work? - Graham Baird,Science & Technology,0.7522079696489136,0.5093008856991614
Why is cotton in everything? - Michael R. Stiff,Science & Technology,0.7362361013728027,0.7878230585318646
How much sleep do you actually need?,Health,0.6420715131645288,0.5859769588852288
This thought experiment will help you understand quantum mechanics - Matteo Fadel,Psychology,0.6606953063017448,0.19327312658411053
The history of the world according to cats - Eva-Maria Geigl,Social Studies,0.6933698938962813,0.4764340268072056
"""Other"": A brief history of American xenophobia",Social Studies,0.684509198644683,0.6543856763083589
The New Baby by Mercer Mayer - Read aloud book,Literature,0.7921616937649798,0.6137307748802525
How one scientist took on the chemical industry - Mark Lytle,Public Health,0.6560975378705841,0.3728769646742242
Does aloe vera really treat a sunburn?,Earth and Space Science,0.6712496245928353,0.5503246214818961
Why do humans have a third eyelid? - Dorsa Amin,Life Sciences,0.7355046352170735,0.6232462489115274
Art with Mati & Dada | Kandinsky,Visual Arts,0.7074018548613369,0.3787364529668091
Can you solve the secret werewolf riddle? - Daniel Finkel,Mathematics,0.7155414380292126,0.6622619455610147
"If your hands could smell, you'd be an octopus",Science & Technology,0.7460994883816471,0.4060415798987707
Polygon song,Geometry,0.8239257474893786,1.0
The coronavirus explained and how you can combat it,Public Health,0.7537451259306424,0.4003923154351483
Five oceans song,Geography,0.7120973716517658,0.7468225844926931
Why some people find exercise harder than others - Emily Balcetis,"Design, Engineering & Technology",0,0
Closed and open syllables | Learn to read,Literature & Language,0.7293176552773374,0.6136156716516469
Zumbi: The last king of Palmares - Marc Adam Hertzman & Flavio dos Santos Gomes,Social Studies,0.6971762526094242,0.4419488979451267
What would happen if you stopped brushing your teeth?,Physical Science,0.6410764156038097,0.5421248775924733
A brief history of chess - Alex Gendler,Thinking & Learning,0.6791176622153199,0.6883001875246314
Your body vs. Implants - Kaitlyn Sadtler,Science & Technology,0.7449663919137206,0.5914508755177774
What is monkeypox?,Health,0.8037390172251797,0.9304538420806846
How does the Rorschach inkblot test work? - Damion Searls,Psychology,0.7369011937098705,0.28177798568594137
Can you solve the troll's paradox riddle? - Dan Finkel,Mathematics,0.7250633562483122,0.38512245619978674
How do you know what's true? - Sheila Marie Orfano,Psychology,0.6724835783887206,0.4768661417971667
Shapes song for kids,Geometry,0.692693152937921,0.6938668009805993
How a case gets to the US Supreme Court,Social Studies,0.6681985089059619,0.8310357615821857
Why is it so hard to break a bad habit?,Psychology,0.7843422203860411,0.3584261383591346
The L-iminator! | The double L spelling rule,Literature & Language,0.7034648722829457,0.3510170835485071
Why 350 degreeF is the magic number for baking,Social Studies,0.7191025567032818,0.869570727920219
Can you solve the cuddly duddly fuddly wuddly riddle? - Dan Finkel,Mathematics,0.732044318642249,0.7317362983211272
What was so special about Viking ships? - Jan Bill,"Design, Engineering & Technology",0.684061543174068,1.0
The physics of a pool vortex,Science & Technology,0.6942678564450591,0.6693379576831222
A day in the life of an ancient Greek architect - Mark Robinson,"Design, Engineering & Technology",0.6847781823932546,0.5475055504360221
The importance of setting in a story,Literature & Language,0.6987417973726323,0.5430990290636797
Why haven't we cured arthritis? - Kaitlyn Sadtler and Heather J. Faust,Health,0.7025438268709362,0.50465507503978
"Homophone song: There, Their, They're",Literature & Language,0.7055437349308449,0.37638464599985505
How can we solve the antibiotic resistance crisis? - Gerry Wright,Health,0.7425561253385597,0.5212382353039506
This sea creature breathes through its butt - Cella Wright,Science & Technology,0.6887316317938073,0.4025696776337022
How far would you have to go to escape gravity? - Rene Laufer,Science & Technology,0.6425050703693328,0.5947895902270092
Can animals be deceptive? - Eldridge Adams,Science & Technology,0.7520792088055871,0.29966683057701027
Old MacDonald had some vowels | AEIOU,Literature & Language,0.740701860847571,0.6107966520954173
Do we own the land?,Social Studies,0.7347210594334186,0.6537284186692507
"Why should you read ""Midnight's Children""? - Iseult Gillespie",Literature & Language,0.6864075745921483,0.4627485528244069
The fascinating physics of boat wakes,Science & Technology,0.6878058043224373,0.4582523177097874
The advanced colors song | Art songs,Visual Arts,0.7300420529164146,0.5631993689008855
Building the world's largest (and most controversial) power plant - Alex Gendler,Thinking & Learning,0.6972088366788853,0.4132619095131087
Underwater farms vs. Climate change - Ayana Elizabeth Johnson and Megan Davis,Thinking & Learning,0.754679979365145,0.7964096200494543
"Human, capital & natural resources for kids | Types of resources",Social Studies,0.8621407843292819,0.4890658542135239
Can you solve the jail break riddle? - Dan Finkel,Mathematics,0.7203700794084286,0.3685647067994934
Can you be awake and asleep at the same time? - Masako Tamaki,Health,0.6692273749863028,0.6651971695215773
A day in the life of a teenage samurai - Constantine N. Vaporis,Social Studies,0.6744735226952054,0.7803807193379743
"Why we say ""OK""",Literature & Language,0.7736041078213387,0.4046406261426944
The Japanese folktale of the selfish scholar - Iseult Gillespie,Social Studies,0.6233323575192751,0.2661951642022447
Why do India and China have so many people?,Social Studies,0.6946111076538536,0.6884788680916588
Can you trust your eyes?,Science & Technology,0.6740873359023498,0.3396265659991998
"Mating frenzies, sperm hoards, and brood raids: The life of a fire ant queen - Walter R. Tschinkel",Earth and Space Science,0.6772640366843141,0.2778037968137746
The psychology of post-traumatic stress disorder - Joelle Maletis,Health,0.6315162038640467,0.6148112228827951
What's the smartest age? - Shannon Odell,Thinking & Learning,0.6559610124772645,0.4180159801617778
Black Friday: An accident of history,Nutrition,0.6680881187548962,0.39216841520004686
How ingenious animals have engineered air conditioning,"Design, Engineering & Technology",0.7565167053671856,0.4962354675276789
The golf ball that made golfers too good,"Design, Engineering & Technology",0.719524856370833,0.21717116339641324
The lines song | Art songs,Visual Arts,0.6634202466009855,0.6726267353955835
Can you solve the monster duel riddle? - Alex Gendler,Science & Technology,0.6704191062519058,0.7853503225942668
Which animal murders the most?,Science & Technology,0.6854231765606883,0.7904463488690996
Game theory challenge: Can you predict human behavior? - Lucas Husted,Critical Thinking,0.6569623375227578,0.6643863326490332
The Snowy Day - Read aloud picture book,Literature,0.7372812275937003,0.5659857443187348
Why do venomous animals live in warm climates?,Science & Technology,0,0
What's in the air you breathe? - Amy Hrdina and Jesse Kroll,Health,0.7216193466306093,0.5683293955122612
Grief and love in the animal kingdom - Barbara J. King,Life Sciences,0,0
The tale of the doctor who defied Death - Iseult Gillespie,Literature & Language,0.6732942219379855,0.4655893233196773
The surprising truth about what motivates us,Motivation and Emotion,0,0
Fun cartoon on Dr. Martin Luther King Jr. for Kids!,History,0.7398360840716544,0.04631297596042141
The dangerous race for the South Pole - Elizabeth Leane,Social Studies,0.7211159188509887,0.33990208650296994
How close are we to eradicating HIV? - Philip A. Chan,Literature & Language,0.7384649245277973,0.6488505648398311
The bug that poops candy - George Zaidan,Life Sciences,0.7611419747791005,0.5751745578526873
How stress affects your brain - Madhumita Murgia,Health,0.672829753993194,0.5217345015173632
Three ways the universe could end - Venus Keus,Science & Technology,0.7149009846294849,0.3538726001921989
What causes heartburn? - Rusha Modi,Health,0.763702733358264,0.5295524834849631
The ballet that incited a riot - Iseult Gillespie,Performing Arts,0.7387673206150436,0.46644167446375784
The world's largest organism - Alex Rosenthal,Earth and Space Science,0.7637275173949145,0.5262357491497818
Corals reefs aren't as doomed as you think,Science & Technology,0,0
The Bear Ate Your Sandwich - Read aloud picture book,Literature,0.7108404652548396,0.3441690817336665
Why does smoked brisket taste so delicious?,Science & Technology,0.7437061650925471,0.5929443118942358
How Does It Grow? Cranberries,Nutrition,0.7406153670423701,0.7270614298566972
A brief history of plastic,Environmental Science,0.6637996975338629,0.4477805612610569
The dust bunnies that built our planet - Lorin Swint Matthews,Earth and Space Science,0.7022290203475735,0.36063136903240894
How does alcohol cause hangovers? - Judy Grisel,Health,0.6870686788378555,0.5212926329031586
A day in the life of a Peruvian shaman - Gabriel Prieto,Social Studies,0.7564947739481701,0.6167470922748138
How to be more empathetic,Psychology,0.6657163249190572,0.4790135085833846
Frederick Douglass for kids (cartoon biography),History,0.7363048905936466,0.2810121825686927
Phonics - Learn to read the letter 'R',Literature & Language,0.6885398852650362,0.751270021559621
Why good ideas get trapped in the valley of death--- and how to rescue them,Business & Economics,0.6899789921838966,0.38398155020191066
"What's a squillo, and why do opera singers need it? Ming Luke",Performing Arts,0.6913769142781558,0.5315792984545179
What yoga does to your body and brain - Krishna Sudhir,Health,0.7214781197910731,0.5687813955638604
Are the illuminati real? - Chip Berlet,History,0.7014784617654779,0.5888758416066965
Is sitting too close to the TV really bad for you?,Health,0.7001986460816865,0.3419524719185038
Are we all related?,Psychology,0,0
My Friend Maggie - Today I learned - Read aloud picture book,Literature,0.7473351973305272,0.7425419088436852
Using TCH or CH | Sounds of TCH and CH | Learn to read,Literature & Language,0.7498872895810853,0.802972141674335
Why you don't hear about the ozone layer anymore,Science & Technology,0.704727768722458,0.6509079544465177
Why do we eat spoiled food?,History,0.7308969324600335,0.6006770249306299
What is consciousness? - Michael S. A. Graziano,Health,0.6434101026604908,0.2541266995093018
How do ventilators work? - Alex Gendler,Public Health,0.6873567702094673,0.6899029493488387
Can you solve the time travel riddle? - Dan Finkel,Mathematics,0.669158373065242,0.1925545402965701
Watch this educational video for children with a Rosa Parks biography,History,0.8038856270140234,0.49189282892623637
What is a butt tuba and why is it in medieval art? - Michelle Brown,Social Studies,0.684759827227222,0.5224411850044557
The rise and fall of the Mongol Empire - Anne F. Broadbridge,History,0.7342347741146782,0.5973199080499405
Where did Earth's water come from?,Earth and Space Science,0.7028366193721617,0.5070475506234129
I Just Forgot by Mercer Mayer,Literature,0.7304603968544732,0.6121975073246544
Why do we celebrate Groundhog Day?,Social Studies,0.6785508891529288,0.9026981560079994
Can you solve the dragon jousting riddle? - Alex Gendler,Social Studies,0.7603933631142976,0.613201654867277
4 signs of emotional abuse - Viann Nguyen-Feng,Emotional Health,0.7389770973398309,0.24734000534812411
A brief history of the devil - Brian A. Pavlac,Philosophy & Religion,0.6758360913400654,0.6318111125319003
Claws vs. Nails - Matthew Borths,Science & Technology,0.6802537316853482,0.45703847425982824
Can you solve the death race riddle? - Alex Gendler,Thinking & Learning,0.6970404640422239,0.27480609720009597
Systemic racism explained,Science & Technology,0.6921081631320125,0.4169112818699504
Is there a secret to creativity?,"Design, Engineering & Technology",0.7150996899715314,0.614793155046421
Why can't dogs eat chocolate?,Science & Technology,0.7057765464441219,0.07856159380226463
The most colorful gemstones on Earth - Jeff Dekofsky,Health,0.7412540897989617,0.7734707760208825
3 myths about racism that keep the US from progress - Candis Watts Smith,Social Studies,0.6474169686091991,0.41835215431045564
"What causes opioid addiction, and why is it so tough to combat? - Mike Davis",Health,0.7182094475083618,0.3247489583006782
Learn to read | Phonics for kids | Long vowels - OU and OY,Literature & Language,0.7096665372716535,0.5694885968059593
The fascinating history of cemeteries - Keith Eggener,Social Studies,0.6799378525296456,0.5578362659176869
How to be confident,Motivation and Emotion,0.6871883692992011,0.3952663183758942
"Why should you read ""The Master and Margarita""? - Alex Gendler",Literature & Language,0.7138573457642943,0.5762923993597999
Can you solve the sorting hat riddle? - Dan Katz and Alex Rosenthal,Thinking & Learning,0.708080408133507,0.5119040317642745
Turbulence: one of the great unsolved mysteries of physics - Tomás Chor,Science & Technology,0.6484469443231042,0.45472597966359823
Can steroids save your life? - Anees Bahji,Health,0.6580711716817774,0.6641570727478077
"Why should you read ""A Midsummer Night's Dream?"" - Iseult Gillespie",Literature & Language,0.6833121349077926,0.7276598960665974
The myth of Jason and the Argonauts - Iseult Gillespie,Social Studies,0.6793065118322591,0.45897810243664194
Why women's clothing sizes don't make sense,Area Studies,0.7042775481471925,1.0
"This-song to teach the sight word ""this""",Literature & Language,0.7214826953687352,0.5521497830905915
Elbow Grease - Read aloud picture book,Literature,0.7635671081591225,0.6018112912463588
Where do your online returns go? - Aparna Mehta,Environmental Science,0.701858642107759,0.31546220878249503
Why every world map is wrong - Kayla Wolf,Social Studies,0.703710306957309,0.5137415849960457
World's most asked questions: how can I get rid of the hiccups?,Health,0.7219839657013291,0.06831683996970568
The taxonomy of candy,Anthropology,0.6594341523004996,0.3214738851900046
Will there ever be a mile-high skyscraper? - Stefan Al,"Design, Engineering & Technology",0.7105694219651213,0.37614828211180906
I am Abraham Lincoln,Social Studies,0,0
The terrifying truth about bananas,Science & Technology,0.7236985467086379,0.46902843940425604
6 ways to start a sentence | Sentence structure | Learn to write,Writing/Composition,0.7339098732210156,0.3078928498600185
Axolotls are masters of regeneration,Life Sciences,0.700075950937747,0.37095354184886736
The fish that walk on land - Noah R. Bressman,Science & Technology,0.6757634422656335,0.4519592272447226
The wild world of carnivorous plants - Kenny Coogan,Science & Technology,0.6888223612239847,0.9879917842825796
How rollercoasters affect your body - Brian D. Avery,"Design, Engineering & Technology",0.7111673755820719,0.7261420689291709
A day in the life of a Cossack warrior - Alex Gendler,History,0.7123665600751987,0.553325645012456
Facts about pumpkins you never knew,Social Studies,0.7181668966049408,0.6883023361292772
Digraphs | Phonics song for children | Phonemic awareness,Literature & Language,0.7935538677853651,0.7442699870183155
A Vanishing Island Off the Louisiana Coast,Health,0.687001158711652,0.7510974841303131
The lovable (and lethal) sea lion - Claire Simeone,Health,0.7279072940474515,0.3595350045524539
Why should you read Kurt Vonnegut? - Mia Nacamulli,Literature & Language,0.7273122455141707,0.33619563123924917
Architecture adventure: Crash Course Kids,"Design, Engineering & Technology",0.6692856187872291,0.1118890679493546
How close are we to uploading our minds? - Michael S. A. Graziano,Science & Technology,0.6926986041959413,0.3295602275445179
The dark history of zombies - Christopher M. Moreman,Philosophy & Religion,0.7302427194672311,0.6963623602522622
How much electricity does it take to power the world?,Science & Technology,0.7349302838564783,0.5167097732142527
Embrace the Shake - Phil Hansen,Visual Arts,0.6815250034051364,0
"Why should you read Shakespeare's ""The Tempest""? - Iseult Gillespie",Literature & Language,0.7498676579955184,0.4443230758045355
The benefits of a good night's sleep - Shai Marcu,Health,0.6301200840945621,0.17980270827559153
Why don't country flags use the color purple?,Social Studies,0.760157799331747,0.5115840128951009
Why is pneumonia so dangerous? - Eve Gaus and Vanessa Ruiz,Psychology,0.732383511899426,0.4006671613651719
When is a pandemic over?,Public Health,0.6368109750700652,0.43139958328412276
What is echolocation?,Science & Technology,0.7362049660840462,0.49264047912398806
Contractions! | English grammar practice,Literature & Language,0.7561178373535864,0.6773221031634542
Could a breathalyzer detect cancer? - Julian Burschka,Philosophy & Religion,0.6739613946265464,0.2205237535478337
5 ways social media is changing your brain,Psychology,0.6982447175834939,0.9263019633952126
Malcolm X biography,History,0.802582315602862,0.37453440502783814
How to outsmart the Prisoner's Dilemma - Lucas Husted,Thinking & Learning,0.6413283982686004,0.05987332674137476
How to spot a liar - Pamela Meyer,Psychology,0,0
How does herd immunity work?,Business & Economics,0,0
Why can't we talk about periods? - Jen Gunter,Health,0,0
Learn to read | Phonics for kids | Long I Vowels,Literature & Language,0.7091677920435975,0.5864232194203207
"Why should you read ""Kafka on the Shore""? - Iseult Gillespie",Literature & Language,0.6615167282984746,0.6626108921925014
Can you solve the stolen rubies riddle? - Dennis Shasha,Mathematics,0.7154267718875291,0.0040427681994512805
Can you solve the giant iron riddle? - Alex Gendler,Mathematics,0.7035286705979593,0.44793252471421674
"The Greek myth of Talos, the first robot - Adrienne Mayor",Social Studies,0.7197585739126763,0.5249390852563486
Art with Mati and Dada – Berthe Morisot,Visual Arts,0.6899404971044818,0.5628553816364702
The Chinese myth of the white snake and the meddling monk - Shunan Teng,Science & Technology,0.719448609313883,0.3422845908336981
How to stay calm under pressure - Noa Kageyama and Pen-Pen Chen,Health,0.6794812331369037,0.5149401461767058
How does alcohol make you drunk? - Judy Grisel,Health,0.7352330036737994,0.4387292651034473
Why do people fear the wrong things? - Gerd Gigerenzer,History,0.721445361555524,0.18363126887629572
Punctuation explained (by Punctuation!),Literature & Language,0.69943792404575,1.0
How do ocean currents work? - Jennifer Verduin,Science & Technology,0.6966436236134733,0.4857270937592677
The most horrifying parasites on the planet,Social Studies,0.7701507792716241,0.5975605096798515
The dark history of the overthrow of Hawaii - Sydney Iaukea,Social Studies,0.6569971318121843,0.5246396917354097
Can you solve the world's most evil wizard riddle? - Dan Finkel,Thinking & Learning,0.6830858071913394,0.7560732560921414
What if all the sea water became fresh water?,Earth and Space Science,0.7038154833611892,1.0
How to spot a pyramid scheme - Stacie Bosley,Business & Economics,0.682378215804573,0.4798923821097244
Why do you get a fever when you're sick? - Christian Moro,Business & Economics,0.7365968809971817,0.6523051441614731
How fast can a vaccine be made? - Dan Kwartler,Public Health,0.6960832697655253,0.6446089322974345
How your split ends can help clean oil spills,Earth and Space Science,0.6700617963485473,0.4501556146014928
Evolution's great mystery: Language - Michael Corballis,Literature & Language,0.6964275343537825,0.5860298669884738
How short selling works,Linguistics,0,0
The dark history of IQ tests - Stefan C. Dombrowski,History,0.6802068561591132,0.2962693783446631
Does time exist? - Andrew Zimmerman Jones,Science & Technology,0.7183299794145807,0.41446480236817357
The material that could change the world... for a third time,Science & Technology,0.6994290365136747,0.4471466889904752
The secret to rising sea levels,Health,0.6994969113451859,0.4538284455861222
Hawking's black hole paradox explained - Fabio Pacucci,Earth and Space Science,0.6642983466181377,0.39468568415850036
Can you spot the problem with these headlines? (Level 1) - Jeff Leek and Lucy McGowan,Literature & Language,0.6010986428287546,0.37981418003468137
Learn to use suffixes -le -al -el with the Singing Nun | Educational song,Literature & Language,0.6731270000175937,0.7839597251612138
What happens in your body when you swallow gum?,Health,0.7200204984589618,0.5570879647072818
How to change your behavior for the better - Dan Ariely,Psychology,0,0
The secret messages of Viking runestones - Jesse Byock,Health,0.7032859087352815,0.6050897002113693
Why should you read Flannery O'Connor? - Iseult Gillespie,Literature & Language,0.6768290566752662,0.6919609320141072
How the Monkey King escaped the underworld - Shunan Teng,Social Studies,0.6796299243714309,0.49518306469557016
How do antidepressants work? - Neil R. Jeyasingam,Psychology,0.6679084705131667,0.30120918393178775
Mom vs. dad: What did you inherit?,Health,0.6591342626068212,0.467547816184214
Fruits and veggies for kids/Eat your rainbow,Nutrition,0.677308487922838,0.6287952504439279
Why the ancient Greeks couldn't see blue,Science & Technology,0.701894807783951,1.0
The high-stakes race to make quantum computers work - Chiara Decaroli,Mathematics,0.7107379761171517,0.44222267411839117
"Did we domesticate dogs, or did dogs domesticate us?",Science & Technology,0.6785925177074768,0.4317604947360053
What stretching actually does to your body,Social Studies,0,0
How do investors choose stocks? - Richard Coffin,Health,0.8016598596246002,0.2946969103629695
The philosophy of cynicism - William D. Desmond,Literature & Language,0.7259237145683184,0.41934732802293206
Gang of 3 | Sound of 3 consonants,Literature & Language,0.7466746975967382,0.6537654105861973
The history of colonial America,History,0.7152049883494451,0.29743792179538475
