Title,Category,Questions Average BLEU,Options Average BLEU
The secret language of trees - Camille Defrenne and Suzanne Simard,Health,0.7522698250473872,0.4860824834650685
The myth of the Sampo--- an infinite source of fortune and greed - Hanna-Ilona Härmävaara,Literature & Language,0.7150131112106966,0.4382036413834436
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0.7019342469789964,0.7591227880179627
The rise and fall of the Lakota Empire - Pekka Hämäläinen,History,0.7190853691943937,0.0
The counting by tens song | Counting songs,Numbers & Operations,0.7618687773644315,0.477753610041689
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0.7277916417030159,0.5056689899531623
The physics of surfing - Nick Pizzo,Science & Technology,0.7558446742550627,0.317031161343899
Why do these deadly insects look like flowers?,Science & Technology,0.7395298522783775,0.5476235151235755
SH | fun phonics | how to read,Literature & Language,0.714442675922568,0.5585083935041166
What makes neon signs glow? A 360 degree animation - Michael Lipman,"Design, Engineering & Technology",0.740362865912882,0.5517146000654588
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0.760572431038177,0.5129762171701782
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,Health,0.7668935720098455,0.3927849484989364
How bones make blood - Melody Smith,Health,0.76205755481981,0.3509724487220865
How soap kills the coronavirus,Public Health,0.7125617945804079,0.4993914966064522
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0.6936819217549772,0.7213338522329953
The world's ugliest animal,Environmental Science,0.8181812189938876,0.2065148649809565
Why is this painting so shocking? - Iseult Gillespie,The Arts,0.7048128813471692,0.4961011136724771
The imaginary king who changed the real world - Matteo Salvadore,Social Studies,0.7930724357247907,0.3395138960944608
What happens when you lose a balloon?,Science & Technology,0.7280009567287575,0.4857380018505088
The quest for the perfect apple,Science & Technology,0.7001638943766855,0.58233289224329
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0.7653204830735237,0.2075837438858211
Why perfect grades don't matter,Teaching & Education,0.6550847253327218,0.9903602003609844
Can you trust your ears? (audio illusions),Health,0.6749705986033503,0.5041351165343253
Why is my leg asleep?,Health,0.7580526499099969,0.4723138039346123
Why don't we throw trash in volcanoes?,Science & Technology,0.7115269770242152,0.6259570619794044
Is life meaningless? And other absurd questions - Nina Medvinskaya,Philosophy,0.6894393627031608,0.4780800437181967
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0.7682243731881273,0.3388726971998008
Why do American schools have such long hours?,Teaching & Education,0.7293792664394882,0.7404878626348135
Here Comes Teacher Cat - Read aloud picture book,Literature,0.7533495664806399,0.3876732700334723
The myth of Loki and the master builder - Alex Gendler,Literature & Language,0.717728432039968,0.4341169916616317
How Thor got his hammer - Scott A. Mellor,Social Studies,0.7075290925830714,0.4516201430690224
"What is Juneteenth, and why is it important? - Karlos K. Hill and Soraya Field Fiorio",Social Studies,0.7268758379276574,0.5331556216188365
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0.6745774262783322,0.741329693058906
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0.6681026812424985,0.5850670483336893
The Princess and the Pea - Read aloud picture book,Literature,0.7584465546582585,0.4640864914635798
Can you solve the secret sauce riddle? - Alex Gendler,Problem Solving,0.7161124557895591,0.9803265329856315
The secret society of the Great Dismal Swamp - Dan Sayers,Social Studies,0.6573095561439559,0.5701151177178403
Why parrots can talk like humans,Life Sciences,0.7211917117463427,0.5365629121267872
Can you solve the Ragnarok riddle? - Dan Finkel,Thinking & Learning,0.6714341851590042,0.508150578408325
What is depression? - Helen M. Farrell,Psychology,0.7057779623410786,0.7912457556803606
How to deal with rejection,Psychology,0.7345850585584591,0.358138206214473
Plurals -s -es | Learn to Spell,Literature & Language,0.7122428599131937,0.8221653486161049
How to find area and perimeter,Mathematics,0.7351551317250318,0.5896671797756061
How do crystals work? - Graham Baird,Science & Technology,0.7250336738805927,0.4193357516320354
Why is cotton in everything? - Michael R. Stiff,Science & Technology,0.7549564944211866,0.6162850030850183
How much sleep do you actually need?,Health,0.748429085770093,0.3019998962866377
This thought experiment will help you understand quantum mechanics - Matteo Fadel,Psychology,0.7595086985955557,0.2522299831344133
The history of the world according to cats - Eva-Maria Geigl,Social Studies,0.7420778498184754,0.4525285266478867
The New Baby by Mercer Mayer - Read aloud book,Literature,0.7946520700916104,0.4091133456346455
How one scientist took on the chemical industry - Mark Lytle,Public Health,0.7013152208040534,0.3287414285981421
Does aloe vera really treat a sunburn?,Earth and Space Science,0.6853336081415957,0.4356097997812468
Why do humans have a third eyelid? - Dorsa Amin,Life Sciences,0.7272900819713344,0.7873193960291303
Art with Mati & Dada | Kandinsky,Visual Arts,0.7126982339013308,0.3934223800938178
Can you solve the secret werewolf riddle? - Daniel Finkel,Mathematics,0.7567210454984562,0.5072457540042419
"If your hands could smell, you'd be an octopus",Science & Technology,0.7390291392094156,0.6008596198405936
Five oceans song,Geography,0.7772659937529374,0.542791455649096
Closed and open syllables | Learn to read,Literature & Language,0.7503899793766428,0.6851335771650945
Zumbi: The last king of Palmares - Marc Adam Hertzman & Flavio dos Santos Gomes,Social Studies,0.7382834654638313,0.5329942977162192
What would happen if you stopped brushing your teeth?,Physical Science,0.6503333906768872,0.5131124273707449
A brief history of chess - Alex Gendler,Thinking & Learning,0.674419555617305,0.6935321318610779
Your body vs. Implants - Kaitlyn Sadtler,Science & Technology,0.7273254928931084,0.5264758669729244
How does the Rorschach inkblot test work? - Damion Searls,Psychology,0.685154803620676,0.2980800652518316
Can you solve the troll's paradox riddle? - Dan Finkel,Mathematics,0.7059811077718613,0.4051126928371827
How do you know what's true? - Sheila Marie Orfano,Psychology,0.7598430842234771,0.4543896384988984
Shapes song for kids,Geometry,0.7231724848767193,0.5178006283397705
Why is it so hard to break a bad habit?,Psychology,0.834274292634268,0.365419831366944
The L-iminator! | The double L spelling rule,Literature & Language,0.7861760640105586,0.4023436865124178
Why 350 degreeF is the magic number for baking,Social Studies,0.7445005645291921,0.8101295758896457
Can you solve the cuddly duddly fuddly wuddly riddle? - Dan Finkel,Mathematics,0.7519508709498809,0.610529065423226
What was so special about Viking ships? - Jan Bill,"Design, Engineering & Technology",0.7234283467124925,1.0
A day in the life of an ancient Greek architect - Mark Robinson,"Design, Engineering & Technology",0.7027429377150123,0.5285582161287284
The importance of setting in a story,Literature & Language,0.6928705455554831,0.3605211178227347
Why haven't we cured arthritis? - Kaitlyn Sadtler and Heather J. Faust,Health,0.6489951227004112,0.5035742187684392
"Homophone song: There, Their, They're",Literature & Language,0.7598315287760299,0.2121663037242583
How can we solve the antibiotic resistance crisis? - Gerry Wright,Health,0.7381820463960419,0.5081908417900002
This sea creature breathes through its butt - Cella Wright,Science & Technology,0.7177269347679894,0.6319520655967397
How far would you have to go to escape gravity? - Rene Laufer,Science & Technology,0.6714588862884405,0.5716998766048975
Can animals be deceptive? - Eldridge Adams,Science & Technology,0.7094265717143312,0.237557387269063
Old MacDonald had some vowels | AEIOU,Literature & Language,0.7385963556710392,0.5390371369261305
Do we own the land?,Social Studies,0.7587061233586401,0.4717026454895731
"Why should you read ""Midnight's Children""? - Iseult Gillespie",Literature & Language,0.6846029660240258,0.4917067870728978
The fascinating physics of boat wakes,Science & Technology,0.7181649424058336,0.4447833074249369
The advanced colors song | Art songs,Visual Arts,0.759626456232041,0.5114476519226565
Building the world's largest (and most controversial) power plant - Alex Gendler,Thinking & Learning,0.705549936240564,0.5055141657613159
Underwater farms vs. Climate change - Ayana Elizabeth Johnson and Megan Davis,Thinking & Learning,0.667326740899417,0.7483628020148833
"Human, capital & natural resources for kids | Types of resources",Social Studies,0.8621407843292819,0.5287700445611537
Can you solve the jail break riddle? - Dan Finkel,Mathematics,0.721721172059691,0.4659690249605163
Can you be awake and asleep at the same time? - Masako Tamaki,Health,0.7063478304605875,0.4497765333709618
A day in the life of a teenage samurai - Constantine N. Vaporis,Social Studies,0.7411343610394854,0.6690557186604366
The Japanese folktale of the selfish scholar - Iseult Gillespie,Social Studies,0.6734922559430395,0.2016899573475262
Why do India and China have so many people?,Social Studies,0.6865462443378268,0.5810835479804112
Can you trust your eyes?,Science & Technology,0.7076364999502702,0.3365894723589859
"Mating frenzies, sperm hoards, and brood raids: The life of a fire ant queen - Walter R. Tschinkel",Earth and Space Science,0.6754916437968836,0.2534883041310561
The psychology of post-traumatic stress disorder - Joelle Maletis,Health,0.7743567280326554,0.7770897868497044
What's the smartest age? - Shannon Odell,Thinking & Learning,0.7276194962711022,0.4192168909105479
Black Friday: An accident of history,Nutrition,0.6811542541241813,0.3536462418280152
How ingenious animals have engineered air conditioning,"Design, Engineering & Technology",0.7387565134143017,0.4635596821319362
The lines song | Art songs,Visual Arts,0.7683015259919707,0.5892280866781379
Can you solve the monster duel riddle? - Alex Gendler,Science & Technology,0.7275562553084801,0.8132795871387335
Which animal murders the most?,Science & Technology,0.7027773723463598,0.7180776993353972
Game theory challenge: Can you predict human behavior? - Lucas Husted,Critical Thinking,0.7425659695397953,0.4853482666036577
The Snowy Day - Read aloud picture book,Literature,0.709711570556417,0.7031490268243555
What's in the air you breathe? - Amy Hrdina and Jesse Kroll,Health,0.7499371777421892,0.5156177073563281
The tale of the doctor who defied Death - Iseult Gillespie,Literature & Language,0.7140489318367398,0.2922507503108692
Fun cartoon on Dr. Martin Luther King Jr. for Kids!,History,0.7448898532281993,0.0415177299045616
The dangerous race for the South Pole - Elizabeth Leane,Social Studies,0.7346768105988151,0.3201217799928989
How close are we to eradicating HIV? - Philip A. Chan,Literature & Language,0.7471861920786639,0.4895106040286159
The bug that poops candy - George Zaidan,Life Sciences,0.7959307751985164,0.4986806731308712
How stress affects your brain - Madhumita Murgia,Health,0.7136606237554135,0.4079308131260054
Three ways the universe could end - Venus Keus,Science & Technology,0.7769500202874762,0.3187488087350937
What causes heartburn? - Rusha Modi,Health,0.6853378379244509,0.5354940660318539
The ballet that incited a riot - Iseult Gillespie,Performing Arts,0.7015262636232124,0.4337698079140477
The world's largest organism - Alex Rosenthal,Earth and Space Science,0.8564934081528843,0.6034108762302307
The Bear Ate Your Sandwich - Read aloud picture book,Literature,0.7542918837618016,0.6330716627849684
How Does It Grow? Cranberries,Nutrition,0.836550306203636,0.6301599373102372
A brief history of plastic,Environmental Science,0.7548942994382534,0.342541783266883
The dust bunnies that built our planet - Lorin Swint Matthews,Earth and Space Science,0.6990537504514575,0.3800879013443412
How does alcohol cause hangovers? - Judy Grisel,Health,0.7191425041661893,0.5165456462319951
A day in the life of a Peruvian shaman - Gabriel Prieto,Social Studies,0.7483050034803714,0.4143420779105612
How to be more empathetic,Psychology,0.6695344185002534,0.4347690727985235
Frederick Douglass for kids (cartoon biography),History,0.7473235323887106,0.3517532986774235
Phonics - Learn to read the letter 'R',Literature & Language,0.7128297063026425,0.490708416871612
Why good ideas get trapped in the valley of death--- and how to rescue them,Business & Economics,0.6691723795804234,0.4392266124224807
"What's a squillo, and why do opera singers need it? Ming Luke",Performing Arts,0.6697066977528585,0.5916282775971275
What yoga does to your body and brain - Krishna Sudhir,Health,0.7422104373793097,0.5442734026280691
Are the illuminati real? - Chip Berlet,History,0.7385493395691316,0.5519943141504526
Is sitting too close to the TV really bad for you?,Health,0.7297652570716615,0.4239394364878925
My Friend Maggie - Today I learned - Read aloud picture book,Literature,0.7694334081419061,0.5836911064616156
Using TCH or CH | Sounds of TCH and CH | Learn to read,Literature & Language,0.7409526814923255,0.7916225449184946
Why do we eat spoiled food?,History,0.7545575803474847,0.5300452566136757
What is consciousness? - Michael S. A. Graziano,Health,0.675759265414297,0.3719611489761695
How do ventilators work? - Alex Gendler,Public Health,0.745622366949412,0.4210553232895884
Can you solve the time travel riddle? - Dan Finkel,Mathematics,0.668193691887328,0.2341562202791295
Watch this educational video for children with a Rosa Parks biography,History,0.7328233747262078,0.5051728078844382
What is a butt tuba and why is it in medieval art? - Michelle Brown,Social Studies,0.7223506291589743,0.6139937860166628
The rise and fall of the Mongol Empire - Anne F. Broadbridge,History,0.7199174485719713,0.6042007187042615
Where did Earth's water come from?,Earth and Space Science,0.7207241197201304,0.4636034101997069
I Just Forgot by Mercer Mayer,Literature,0.7189631906188261,0.575938529402923
Why do we celebrate Groundhog Day?,Social Studies,0.7875322516374705,0.9026981560079994
Can you solve the dragon jousting riddle? - Alex Gendler,Social Studies,0.725880596545036,0.5609707590362041
4 signs of emotional abuse - Viann Nguyen-Feng,Emotional Health,0.7296972147955549,0.2070501163391428
A brief history of the devil - Brian A. Pavlac,Philosophy & Religion,0.6653850081169923,0.6556810958254905
Claws vs. Nails - Matthew Borths,Science & Technology,0.7565048932573095,0.502676053668245
Can you solve the death race riddle? - Alex Gendler,Thinking & Learning,0.7140948402346528,0.2694100969299782
Systemic racism explained,Science & Technology,0.714614928862852,0.2119141063874254
Is there a secret to creativity?,"Design, Engineering & Technology",0.6952200445222463,0.6693626308399069
Why can't dogs eat chocolate?,Science & Technology,0.7459791166646595,0.2343539080869727
The most colorful gemstones on Earth - Jeff Dekofsky,Health,0.730948425102475,0.8397111687165986
Learn to read | Phonics for kids | Long vowels - OU and OY,Literature & Language,0.7554593395191954,0.6161927631478021
The fascinating history of cemeteries - Keith Eggener,Social Studies,0.6887609089304256,0.4566382250619193
How to be confident,Motivation and Emotion,0.7300058522472044,0.4220699909747954
"Why should you read ""The Master and Margarita""? - Alex Gendler",Literature & Language,0.7012492515785956,0.6068000504520986
Can you solve the sorting hat riddle? - Dan Katz and Alex Rosenthal,Thinking & Learning,0.7366379609494051,0.4398300247902161
Turbulence: one of the great unsolved mysteries of physics - Tomás Chor,Science & Technology,0.8449059561105241,0.2958216916390763
Can steroids save your life? - Anees Bahji,Health,0.8117417804073256,0.3754505200170703
"Why should you read ""A Midsummer Night's Dream?"" - Iseult Gillespie",Literature & Language,0.6886930051259162,0.5180212963998411
The myth of Jason and the Argonauts - Iseult Gillespie,Social Studies,0.7012850090179391,0.4932924349163503
Why women's clothing sizes don't make sense,Area Studies,0.7591971203667097,0.965811388300842
"This-song to teach the sight word ""this""",Literature & Language,0.7712458497015066,0.4523311729757934
Elbow Grease - Read aloud picture book,Literature,0.7131899360385888,0.5464645857234123
Why every world map is wrong - Kayla Wolf,Social Studies,0.7029565243110634,0.5892116835000082
World's most asked questions: how can I get rid of the hiccups?,Health,0.7569088523129841,0.0614974291974711
Will there ever be a mile-high skyscraper? - Stefan Al,"Design, Engineering & Technology",0.7572403670784906,0.3568425094684765
The terrifying truth about bananas,Science & Technology,0.720589356996418,0.4512488407468552
6 ways to start a sentence | Sentence structure | Learn to write,Writing/Composition,0.7297234576870034,0.2458284337328433
Axolotls are masters of regeneration,Life Sciences,0.7210067302286729,0.3907806766018249
The fish that walk on land - Noah R. Bressman,Science & Technology,0.7182742108338862,0.4333492206869353
The wild world of carnivorous plants - Kenny Coogan,Science & Technology,0.7146615165237907,0.8873964253488961
How rollercoasters affect your body - Brian D. Avery,"Design, Engineering & Technology",0.6914813575188112,0.6585864958078065
A day in the life of a Cossack warrior - Alex Gendler,History,0.7809106015224299,0.5090673433528634
Facts about pumpkins you never knew,Social Studies,0.7876971776346497,0.5919692773036909
Digraphs | Phonics song for children | Phonemic awareness,Literature & Language,0.8154964364429738,0.6474687169594593
A Vanishing Island Off the Louisiana Coast,Health,0.7352428015245562,0.6459856173767475
The lovable (and lethal) sea lion - Claire Simeone,Health,0.7774749272748744,0.3323707586221617
Why should you read Kurt Vonnegut? - Mia Nacamulli,Literature & Language,0.7035428754572609,0.2529148518535687
Architecture adventure: Crash Course Kids,"Design, Engineering & Technology",0.7620317450194908,0.0
How close are we to uploading our minds? - Michael S. A. Graziano,Science & Technology,0.6891730198981322,0.4452606487304669
The dark history of zombies - Christopher M. Moreman,Philosophy & Religion,0.7328039495434747,0.743677086851536
How much electricity does it take to power the world?,Science & Technology,0.7718990346453789,0.6021672385344721
"Why should you read Shakespeare's ""The Tempest""? - Iseult Gillespie",Literature & Language,0.7142942539037344,0.2448941817736113
The benefits of a good night's sleep - Shai Marcu,Health,0.6984838907281734,0.0967114072090942
Why don't country flags use the color purple?,Social Studies,0.760540968497178,0.5710157447163581
Why is pneumonia so dangerous? - Eve Gaus and Vanessa Ruiz,Psychology,0.8117352267661626,0.5816005145738016
When is a pandemic over?,Public Health,0.7057775201240627,0.5076847466200223
What is echolocation?,Science & Technology,0.7136557519584763,0.6462327040676232
Contractions! | English grammar practice,Literature & Language,0.7777086539767918,0.4364786951239695
Could a breathalyzer detect cancer? - Julian Burschka,Philosophy & Religion,0.7469204975519143,0.3587557104890571
5 ways social media is changing your brain,Psychology,0.6778401884500249,0.9229303259444006
Malcolm X biography,History,0.7828290727814371,0.1505240080188871
How to outsmart the Prisoner's Dilemma - Lucas Husted,Thinking & Learning,0.6702108138662701,0.0712442249782325
Learn to read | Phonics for kids | Long I Vowels,Literature & Language,0.717344768812945,0.6103969005712006
"Why should you read ""Kafka on the Shore""? - Iseult Gillespie",Literature & Language,0.6827908845045318,0.5940660063433391
Can you solve the stolen rubies riddle? - Dennis Shasha,Mathematics,0.7488445936033145,0.561400609026808
Can you solve the giant iron riddle? - Alex Gendler,Mathematics,0.7289318461544034,0.7478201148568948
"The Greek myth of Talos, the first robot - Adrienne Mayor",Social Studies,0.734849433314913,0.4503970404074811
Art with Mati and Dada – Berthe Morisot,Visual Arts,0.7593210462121861,0.4550434650460163
The Chinese myth of the white snake and the meddling monk - Shunan Teng,Science & Technology,0.7294926368145498,0.2848153630974949
How to stay calm under pressure - Noa Kageyama and Pen-Pen Chen,Health,0.7177761224826009,0.4364406578199812
How does alcohol make you drunk? - Judy Grisel,Health,0.6999625670986732,0.4837865714035721
Why do people fear the wrong things? - Gerd Gigerenzer,History,0.7659032526915828,0.3383791720457275
Punctuation explained (by Punctuation!),Literature & Language,0.7611455655191117,1.0
How do ocean currents work? - Jennifer Verduin,Science & Technology,0.7628473216037415,0.4259069065409903
The most horrifying parasites on the planet,Social Studies,0.7227107537326003,0.5491459951909452
The dark history of the overthrow of Hawaii - Sydney Iaukea,Social Studies,0.7029276840661112,0.6650059420298755
Can you solve the world's most evil wizard riddle? - Dan Finkel,Thinking & Learning,0.6809802824371696,0.6297102843075477
What if all the sea water became fresh water?,Earth and Space Science,0.7355751273616563,0.8910569267066881
How to spot a pyramid scheme - Stacie Bosley,Business & Economics,0.7560915758664489,0.2486738098076012
Why do you get a fever when you're sick? - Christian Moro,Business & Economics,0.732933866212188,0.5924274642090019
How fast can a vaccine be made? - Dan Kwartler,Public Health,0.6908927814850409,0.4556603637265734
How your split ends can help clean oil spills,Earth and Space Science,0.6945351228352145,0.420095881013925
Evolution's great mystery: Language - Michael Corballis,Literature & Language,0.69030710452251,0.467781708055845
The dark history of IQ tests - Stefan C. Dombrowski,History,0.7703468581703266,0.385291525058794
Does time exist? - Andrew Zimmerman Jones,Science & Technology,0.7523085545902133,0.4927354115238489
The material that could change the world... for a third time,Science & Technology,0.6795631592024654,0.5662969310383613
The secret to rising sea levels,Health,0.7476945160066489,0.4512870714834784
Hawking's black hole paradox explained - Fabio Pacucci,Earth and Space Science,0.7857072169447903,0.285945102421261
Can you spot the problem with these headlines? (Level 1) - Jeff Leek and Lucy McGowan,Literature & Language,0.725776006400778,0.3020058528633087
Learn to use suffixes -le -al -el with the Singing Nun | Educational song,Literature & Language,0.7012846403825652,0.7209428243184576
What happens in your body when you swallow gum?,Health,0.7790600551703791,0.5752541179098598
The secret messages of Viking runestones - Jesse Byock,Health,0.7321700708512402,0.6594671384286565
Why should you read Flannery O'Connor? - Iseult Gillespie,Literature & Language,0.727179306864465,0.6620708883012341
How the Monkey King escaped the underworld - Shunan Teng,Social Studies,0.6166389664327934,0.4249743734917713
How do antidepressants work? - Neil R. Jeyasingam,Psychology,0.696201296193836,0.365465388974196
Mom vs. dad: What did you inherit?,Health,0.6519256034146934,0.4730244501025581
Fruits and veggies for kids/Eat your rainbow,Nutrition,0.7593753004662491,0.5263303655698246
The high-stakes race to make quantum computers work - Chiara Decaroli,Mathematics,0.7450791751954728,0.527397543989351
"Did we domesticate dogs, or did dogs domesticate us?",Science & Technology,0.6951768041544452,0.5509866117185973
How do investors choose stocks? - Richard Coffin,Health,0.7967807828494078,0.2780492598766035
The philosophy of cynicism - William D. Desmond,Literature & Language,0.7117960203148992,0.424093127312713
Gang of 3 | Sound of 3 consonants,Literature & Language,0.7487699342994267,0.642710315213204
The history of colonial America,History,0.7653440805284804,0.3045731995469887
Art with Mati and Dada – Hokusai,Visual Arts,0.8153200961365563,0.3009650023696339
The Maya myth of the morning star,Social Studies,0.6746635876307222,0.5188021947651505
The last living members of an extinct species - Jan Stejskal,Science & Technology,0.6934943564455986,0.3458666375836761
Can you solve the vampire hunter riddle? - Dan Finkel,Mathematics,0.7129137546054556,0.4236901156522499
The life cycle song,Life Sciences,0.6619132310213844,0.3326594544843927
The princess who rewrote history - Leonora Neville,Social Studies,0.7524086515716915,0.5058936631269451
The distracted mind,Thinking & Learning,0.7277659419163994,0.8095912535001817
Can you outsmart the fallacy that divided a nation? - Elizabeth Cox,Thinking & Learning,0.733722003625759,0.3067519100829884
"What is Juneteenth, and why is it so important?",Science & Technology,0.7221800803325711,0.5372475134408891
How do blood transfusions work? - Bill Schutt,Science & Technology,0.7126712426360177,0.2711757232300334
Letter vowels - WH and PH | Phonics for kids,Literature & Language,0.7428290942861905,0.6275445020259951
How powerful is the world's biggest battery?,Science & Technology,0.7554701363880253,0.4760491455019539
How do steroids affect your muscles--- and the rest of your body? - Anees Bahji,Health,0.7584326515621792,0.4373183953936408
The value song | Art Songs,Visual Arts,0.8066741023720745,0.4129289393640912
How do you know if you have a virus? - Cella Wright,Health,0.7316222665741203,0.3986861046495872
Living with Less Water,Health,0.7716576896090792,0.5058789416602212
What is society? | US society for children,Civics,0.8183821566213714,0.3655950635309015
"Why should you read ""Dune"" by Frank Herbert? - Dan Kwartler",Literature & Language,0.7113114815364623,0.2755839576909513
The life cycle of a neutron star - David Lunney,Science & Technology,0.6452498203569959,0.6566246264706972
How do viruses jump from animals to humans? - Ben Longdon,Health,0.7672896169201903,0.3188072970252147
Can you solve the cheating royal riddle? - Dan Katz,Mathematics,0.719464714184183,1.0
What causes an economic recession? - Richard Coffin,Business & Economics,0.7422628051069333,0.4475565469089573
Who was Nelson Mandela?,Science & Technology,0.7117675470701817,0.4200516249370947
A brief history of dogs - David Ian Howe,Literature & Language,0.703545892978281,0.4878730180677008
The texture song | Art Songs,Visual Arts,0.7516340998600785,0.5107983478978293
The 5 types of text structure,Writing/Composition,0.6799227580147781,0.4159881376404148
Why do we get goose bumps?,Environmental Science,0.7154984656569355,0.5493095438508442
"The ""myth"" of the boiling frog",Science & Technology,0.710471553032946,0.6180297950241004
Do larger animals take longer to pee? - David L. Hu,Thinking & Learning,0.7043472275439585,0.3936574528208687
Why do bats carry so many diseases? (like coronavirus),Life Sciences,0.7069221253740036,0.3298128681032612
What's a smartphone made of? - Kim Preshoff,Science & Technology,0.7018386312515471,0.7041412029997995
How war weakens national immune systems,Health,0.7198327825051506,0.2443206577247466
What causes the phases of the moon?,Health,0.7455540425445559,0.2898843555680681
How turtle shells evolved... twice - Judy Cebra Thomas,Emotional Health,0.7478385039956132,0.3343301525112806
"Why should you read Dante's ""Divine Comedy""? - Sheila Marie Orfano",Literature,0.6547721520523467,0.7235254823162542
The myth of Ireland's two greatest warriors - Iseult Gillespie,Anthropology,0.6962738398859403,0.2729322824558602
"Why should you read ""The Joy Luck Club"" by Amy Tan? - Sheila Marie Orfano",Critical Thinking,0.7093564627673705,0.6440624218267771
What would happen if the world went vegetarian?,Emotional Health,0.7321305394655842,0.275960054931931
A day in the life of a Mongolian queen - Anne F. Broadbridge,Social Studies,0.7059157726345695,0.6306319315886861
